field_id,elevation,latitude,longitude,location,slope
41,724.4491,-4.411648,-2.3894095,Rural_Kilimani,28.368038177490234
42,562.3899,-5.0199165,0.011549865,Rural_Kilimani,9.999543190002441
43,430.90576,-0.74851924,-4.2633295,Rural_Kilimani,18.28081703186035
44,521.1839,-9.584184,-4.515588,Rural_Hawassa,3.958570957183838
45,352.63846,-12.666078,-8.249913,Rural_Akatsi,2.346471071243286
46,677.30115,-8.034225,-2.8578897,Rural_Hawassa,5.464015007019043
47,882.97363,-11.071062,0.007045251,Rural_Sokoto,12.417084693908691
48,348.04813,-14.328679,-7.5516977,Rural_Hawassa,1.674973964691162
49,844.4794,-4.0692153,-5.339932,Rural_Kilimani,12.948395729064941
50,595.8842,-1.6496578,-4.335403,Rural_Kilimani,15.009357452392578
51,765.6368,-6.317556,-7.87603,Rural_Amanzi,2.466405153274536
52,323.5712,-11.652297,-6.0922027,Rural_Hawassa,1.6096521615982056
53,617.02545,-1.0729291,-3.0425787,Rural_Kilimani,15.532469749450684
54,791.6723,-8.381164,0.22777136,Rural_Sokoto,8.33161449432373
55,699.857,-8.4802885,-0.5019762,Rural_Sokoto,28.391910552978516
56,682.94977,-8.529852,1.1331989,Rural_Sokoto,7.4406208992004395
57,595.79346,-9.39945,-7.4616055,Rural_Akatsi,6.046030044555664
58,818.9334,-2.0101132,-7.853507,Rural_Kilimani,11.042160987854004
59,916.1268,-3.7583222,-3.8804371,Rural_Kilimani,4.922445774078369
60,582.0468,-7.507059,-2.7677972,Rural_Hawassa,3.9680681228637695
61,745.82074,-7.3989224,-0.23169932,Rural_Sokoto,2.0988881587982178
62,771.5087,-3.717771,-0.4434162,Rural_Kilimani,1.396291732788086
63,719.2226,-6.9979157,0.13767907,Rural_Sokoto,5.204619884490967
64,171.84935,-12.039786,-6.5877104,Rural_Hawassa,9.03043270111084
65,686.5819,-7.2502346,-4.3894587,Rural_Hawassa,2.029827833175659
66,476.7244,-9.899582,-4.6011753,Rural_Hawassa,1.6942830085754395
67,785.53204,-4.4251647,-1.0515392,Rural_Kilimani,16.86912727355957
68,509.11206,-10.552908,-9.110294,Rural_Akatsi,16.535123825073242
69,620.59705,-7.2502346,-6.2048182,Rural_Hawassa,16.538835525512695
70,762.7562,-7.4890366,-0.48846233,Rural_Sokoto,9.09532642364502
71,773.5328,-8.809204,-1.731736,Rural_Sokoto,27.875652313232422
72,930.2712,-1.0143552,-2.2362528,Rural_Kilimani,14.491565704345703
73,675.9769,-6.448221,-5.6777782,Rural_Amanzi,18.362319946289062
74,617.25885,-6.7591143,-0.63261,Rural_Sokoto,16.628185272216797
75,817.772,-7.741355,-6.042652,Rural_Hawassa,18.877098083496094
76,992.03107,-2.2804549,-8.015673,Rural_Kilimani,18.160602569580078
77,391.2291,-11.296347,-7.141778,Rural_Hawassa,2.021557331085205
78,613.9286,-9.394944,-5.294886,Rural_Hawassa,27.320350646972656
79,379.6297,-10.949409,-7.470615,Rural_Hawassa,16.249929428100586
80,313.35202,-13.130164,-7.99315,Rural_Hawassa,9.9251070022583
81,649.4853,-7.4259567,-4.2858524,Rural_Hawassa,2.096728801727295
82,821.40936,-4.5783587,-3.2317727,Rural_Kilimani,7.494199752807617
83,859.7939,-3.1680765,-7.3895316,Rural_Kilimani,12.818675994873047
84,836.59076,-8.561391,-7.8850393,Rural_Akatsi,11.582341194152832
85,491.0968,-9.669792,-7.3534946,Rural_Akatsi,7.4907026290893555
86,280.15732,-14.125922,-7.3895316,Rural_Hawassa,1.93590247631073
87,612.2517,-5.979629,-0.92090535,Rural_Sokoto,13.499028205871582
88,924.58856,-4.055698,-3.4344802,Rural_Kilimani,33.844688415527344
89,633.529,-8.71909,-4.3173847,Rural_Hawassa,11.559444427490234
90,353.59006,-11.494597,-5.9120183,Rural_Hawassa,4.587775230407715
91,732.4835,-1.9335166,-0.67315155,Rural_Kilimani,1.6870112419128418
92,829.52106,-4.0151467,-2.3804004,Rural_Kilimani,21.932147979736328
93,655.85065,-8.245993,1.2232912,Rural_Sokoto,7.400836944580078
94,416.72012,-0.5097175,-4.276843,Rural_Kilimani,5.316702365875244
95,746.04755,-5.6957703,-4.452523,Rural_Kilimani,8.467509269714355
96,736.42505,-4.4026365,-1.8578651,Rural_Kilimani,1.588182806968689
97,302.21597,-11.300853,-6.6597843,Rural_Hawassa,17.876163482666016
98,696.76965,-8.124339,-4.2137785,Rural_Hawassa,20.27779197692871
99,588.9128,-1.487453,-3.1687078,Rural_Kilimani,33.42903518676758
100,298.83093,-12.895868,-7.4390826,Rural_Hawassa,7.877552032470703
101,803.1073,-4.6234155,-1.7993052,Rural_Kilimani,6.110030174255371
102,766.9124,-8.457761,-0.07403781,Rural_Sokoto,5.08919620513916
103,764.91223,-8.633482,-7.470615,Rural_Akatsi,7.811734199523926
104,653.0269,-9.088557,-4.2002645,Rural_Hawassa,3.2587976455688477
105,493.92685,-7.0159388,-3.3263695,Rural_Hawassa,13.91472053527832
106,701.929,-1.6226237,-4.092154,Rural_Kilimani,14.844106674194336
107,309.08865,-11.354921,-6.344461,Rural_Hawassa,9.450016975402832
108,880.8183,-3.528532,-2.0876005,Rural_Kilimani,6.047553539276123
109,861.0339,-8.070271,-0.4118839,Rural_Sokoto,6.7838544845581055
110,946.13776,-3.848436,-2.2047205,Rural_Kilimani,17.933738708496094
111,686.5186,-5.9616065,-2.1011143,Rural_Hawassa,8.889999389648438
112,686.58636,-4.659461,-7.7544055,Rural_Kilimani,1.5898959636688232
113,725.2319,-10.075304,-0.33080083,Rural_Sokoto,7.6903791427612305
114,402.8241,-12.229026,-5.520117,Rural_Hawassa,4.276303291320801
115,257.6999,-13.517653,-7.4300733,Rural_Hawassa,10.876599311828613
116,645.73584,-6.63746,-0.54702234,Rural_Sokoto,7.681615829467773
117,553.8872,-5.925561,-3.366911,Rural_Hawassa,48.962159395217896
118,712.7435,-6.0021577,-3.2813234,Rural_Hawassa,16.859617233276367
119,297.47983,-13.706893,-7.245384,Rural_Hawassa,13.342987060546875
120,491.11676,-11.503609,-9.258946,Rural_Akatsi,6.75467586517334
121,701.6231,-10.899846,-1.1191083,Rural_Sokoto,27.85064125061035
122,422.4572,-9.58869,-3.8894463,Rural_Hawassa,7.610511302947998
123,943.8401,-4.0151467,-4.461532,Rural_Kilimani,4.264424800872803
124,688.86383,-9.552644,0.2097529,Rural_Sokoto,4.608696937561035
125,805.90674,-4.0782266,-5.2858768,Rural_Kilimani,7.005147457122803
126,734.8709,-7.5746446,-7.249889,Rural_Akatsi,11.562493324279785
127,872.0295,-4.6955066,-5.646246,Rural_Kilimani,18.4621639251709
128,670.27094,-5.7363214,0.4530021,Rural_Sokoto,34.5669059753418
129,790.1966,-8.10181,-5.529126,Rural_Hawassa,11.776298522949219
130,450.5463,-10.138384,-7.691341,Rural_Akatsi,9.593074798583984
131,591.0445,-6.772631,-0.45693004,Rural_Sokoto,45.43074417114258
132,389.18823,-11.4630575,-8.682356,Rural_Akatsi,4.589812278747559
133,638.1526,-6.6059203,-5.993101,Rural_Amanzi,1.2405165433883667
134,832.37396,-8.295555,-0.3262962,Rural_Sokoto,6.718207836151123
135,636.47833,-7.4079337,-4.700277,Rural_Hawassa,9.99158763885498
136,663.3304,-8.610954,-4.37144,Rural_Hawassa,12.50242805480957
137,918.62305,-1.8884597,-8.28595,Rural_Kilimani,2.790639638900757
138,508.85446,-11.688342,-5.330923,Rural_Hawassa,5.328428745269775
139,572.0909,-8.674034,-6.835464,Rural_Akatsi,4.034355163574219
140,774.15686,-9.412968,0.2998452,Rural_Sokoto,7.485897541046143
141,597.66864,-9.084052,-1.2407329,Rural_Sokoto,2.0749988555908203
142,351.82404,-11.341404,-6.4345536,Rural_Hawassa,4.058062553405762
143,658.9591,-8.3451185,0.40795594,Rural_Sokoto,2.392868995666504
144,751.73175,-4.3710966,-0.6776562,Rural_Kilimani,1.1935975551605225
145,448.95782,-11.9767065,-9.258946,Rural_Akatsi,8.576488494873047
146,612.9842,-7.9531226,-5.7994027,Rural_Hawassa,11.3689603805542
147,585.1239,-1.5910839,-6.123735,Rural_Kilimani,9.69327163696289
148,822.70953,-2.104733,-7.2859254,Rural_Kilimani,48.962159395217896
149,742.5421,-2.1723182,-6.137249,Rural_Kilimani,6.197636604309082
150,778.377,-4.4792333,-2.2903082,Rural_Kilimani,3.331559181213379
151,718.90875,-9.250762,-1.7948005,Rural_Sokoto,7.330102443695068
152,827.6802,-4.470222,-6.123735,Rural_Kilimani,18.579540252685547
153,735.04083,-6.3806357,-0.28575468,Rural_Sokoto,11.56993293762207
154,462.33728,-0.82511604,-4.218283,Rural_Kilimani,8.475961685180664
155,673.42285,-8.818215,-5.047132,Rural_Hawassa,4.508350849151611
156,892.7518,-1.7442775,-1.4524498,Rural_Kilimani,9.842227935791016
157,124.6915,-12.409253,-6.7273536,Rural_Hawassa,22.01287269592285
158,447.56085,-9.827491,-3.2903326,Rural_Hawassa,21.32040786743164
159,557.06744,-2.780587,-6.41203,Rural_Kilimani,48.962159395217896
160,380.74686,-10.805226,-6.2048182,Rural_Hawassa,9.64090347290039
161,353.2472,-12.260566,-8.718393,Rural_Akatsi,7.735653877258301
162,565.5416,-11.1206255,-9.524719,Rural_Akatsi,8.714345932006836
163,226.9717,-12.81026,-6.371489,Rural_Hawassa,1.7984455823898315
164,488.3304,-11.012488,-9.213901,Rural_Akatsi,13.677237510681152
165,547.3762,-1.3162366,-4.6146894,Rural_Kilimani,29.66269874572754
166,459.88583,-10.507851,-7.515661,Rural_Akatsi,26.920806884765625
167,783.35126,-2.780587,-7.1147504,Rural_Kilimani,12.676764488220215
168,107.24093,-12.093855,-6.5741963,Rural_Hawassa,26.397737503051758
169,814.86304,-7.3583713,-7.7904425,Rural_Akatsi,3.1427526473999023
170,706.04755,-5.2722354,-1.9029113,Rural_Hawassa,13.90886116027832
171,393.3719,-10.408726,-5.186775,Rural_Hawassa,22.466039657592773
172,612.4847,-7.817952,-3.4885356,Rural_Hawassa,9.179513931274414
173,777.48486,-4.105261,-0.8758592,Rural_Kilimani,10.161062240600586
174,867.33704,-4.862217,-4.713791,Rural_Kilimani,21.042871475219727
175,565.7347,-7.3673825,-1.8668743,Rural_Sokoto,9.597253799438477
176,288.2884,-12.90488,-6.1642766,Rural_Hawassa,5.42105770111084
177,555.4431,-10.512357,-6.299415,Rural_Hawassa,1.5300931930541992
178,247.19615,-12.562447,-7.159796,Rural_Akatsi,21.29206085205078
179,784.3481,-5.0920076,-4.4705415,Rural_Kilimani,8.611136436462402
180,615.84973,-14.166473,-6.5832057,Rural_Hawassa,4.534646987915039
181,633.38226,-9.98519,-1.4704683,Rural_Sokoto,41.0659065246582
182,867.01636,-2.3930974,-8.3309965,Rural_Kilimani,18.37111473083496
183,644.84424,-7.64223,-4.686763,Rural_Hawassa,43.24943161010742
184,751.7321,-7.9576283,-1.4209175,Rural_Sokoto,1.3229221105575562
185,895.9765,-1.2937081,-2.5786035,Rural_Kilimani,2.4272878170013428
186,871.09204,-4.6053925,-4.9480305,Rural_Kilimani,1.0329920053482056
187,720.5318,-9.160648,0.1466883,Rural_Sokoto,4.586535930633545
188,521.20776,-1.442396,-5.587686,Rural_Kilimani,4.796167850494385
189,484.966,-7.3854055,-1.5965976,Rural_Sokoto,3.2150092124938965
190,808.5815,-9.78694,0.49354362,Rural_Sokoto,21.7718448638916
191,692.13995,-2.1272614,-3.029065,Rural_Kilimani,4.837653636932373
192,677.60034,-4.8847456,-7.9030576,Rural_Amanzi,33.28893280029297
193,800.0809,-8.885801,-7.87603,Rural_Akatsi,15.456066131591797
194,613.2582,-9.070535,-1.2407329,Rural_Sokoto,0.08703217655420303
195,845.40344,-4.934308,-5.5426397,Rural_Kilimani,2.037318229675293
196,509.6618,-9.061523,-4.114677,Rural_Hawassa,13.297136306762695
197,814.30505,-3.8394248,-1.321816,Rural_Kilimani,2.4393866062164307
198,612.2992,-7.227706,-2.4569788,Rural_Hawassa,31.527238845825195
199,988.3129,-4.6504498,-4.1056676,Rural_Kilimani,15.176436424255371
200,748.40454,-10.444771,-0.24971777,Rural_Sokoto,3.6081042289733887
201,643.715,-11.044028,-1.0515392,Rural_Sokoto,6.658377170562744
202,724.9002,-3.5735888,-0.8758592,Rural_Kilimani,3.3466291427612305
203,863.1766,-3.2536848,-7.3579993,Rural_Kilimani,10.4579439163208
204,684.62506,-8.282039,-4.348917,Rural_Hawassa,15.762452125549316
205,648.4799,-8.083788,0.93499583,Rural_Sokoto,7.819274425506592
206,507.9288,-1.0143552,-3.6326833,Rural_Kilimani,13.679813385009766
207,364.82138,-10.800721,-6.8985286,Rural_Hawassa,5.463553428649902
208,715.42456,-6.056226,-6.033643,Rural_Amanzi,15.925111770629883
209,739.05743,-8.327095,-2.1641788,Rural_Sokoto,5.65268611907959
210,598.43243,-6.1508455,-2.758788,Rural_Hawassa,6.719289302825928
211,456.3393,-9.822986,-4.3083754,Rural_Hawassa,7.778986930847168
212,437.00684,-7.0925355,-1.2542468,Rural_Sokoto,12.1509370803833
213,857.09174,-7.538599,-8.123784,Rural_Akatsi,22.420795440673828
214,455.97614,-10.597964,-5.740843,Rural_Hawassa,33.22579574584961
215,582.0825,-6.065237,-2.8218527,Rural_Hawassa,2.7520763874053955
216,255.2269,-13.98174,-7.7544055,Rural_Hawassa,2.96945858001709
217,320.1832,-11.278324,-7.195833,Rural_Hawassa,18.409440994262695
218,379.36694,-9.958157,-3.425471,Rural_Hawassa,19.915273666381836
219,747.0854,-10.701595,0.10614677,Rural_Sokoto,27.061304092407227
220,695.4643,-9.043501,-7.488633,Rural_Akatsi,4.994992256164551
221,662.5033,-10.89534,-0.79928076,Rural_Sokoto,1.2337467670440674
222,572.00543,-8.885801,-4.0471077,Rural_Hawassa,6.017889499664307
223,683.1111,-7.1060524,-6.137249,Rural_Hawassa,7.23178768157959
224,286.903,-13.035544,-6.799427,Rural_Hawassa,20.640438079833984
225,519.63916,-2.1137443,-5.5111074,Rural_Kilimani,7.111052513122559
226,899.20087,-3.7988737,-4.5786524,Rural_Kilimani,7.7134623527526855
227,833.01874,-1.7893344,-0.99297917,Rural_Kilimani,2.4011471271514893
228,804.8012,-7.6467357,-8.042701,Rural_Akatsi,23.210494995117188
229,838.7265,-8.255004,-7.970627,Rural_Akatsi,45.689735412597656
230,489.3664,-9.115592,-6.3309474,Rural_Hawassa,12.280473709106445
231,266.00876,-11.710871,-6.3624797,Rural_Hawassa,15.261617660522461
232,875.33527,-1.9650564,-3.308351,Rural_Kilimani,2.7943966388702393
233,638.0151,-7.741355,-5.6011996,Rural_Hawassa,3.708538770675659
234,756.45654,-4.353074,-1.4344314,Rural_Kilimani,4.494060039520264
235,728.7635,-7.8089404,-1.2407329,Rural_Sokoto,3.9725658893585205
236,609.6308,-7.570139,-2.0605729,Rural_Sokoto,2.1418814659118652
237,885.7108,-0.96028686,-2.5831082,Rural_Kilimani,11.927763938903809
238,606.1168,-8.462266,-2.114628,Rural_Sokoto,18.302873611450195
239,255.94244,-14.01328,-7.5697165,Rural_Hawassa,3.955631732940674
240,841.6181,-3.852942,-3.2813234,Rural_Kilimani,1.695977807044983
241,784.2854,-2.866195,-7.0561905,Rural_Kilimani,10.783533096313477
242,737.1195,-3.8033793,-5.213803,Rural_Kilimani,6.582760810852051
243,805.14703,-10.584448,-0.019982437,Rural_Sokoto,12.71628475189209
244,307.59836,-13.143682,-7.398541,Rural_Hawassa,10.1653470993042
245,559.11475,-10.251026,-6.078689,Rural_Hawassa,2.641216993331909
246,876.7484,-1.6811978,-1.2497422,Rural_Kilimani,19.79035758972168
247,308.45483,-10.557413,-5.1011877,Rural_Hawassa,14.608118057250977
248,691.7957,-6.952859,-0.33080083,Rural_Sokoto,5.041013717651367
249,600.76996,-9.187683,-4.9840674,Rural_Hawassa,14.994876861572266
250,762.9626,-2.176824,-0.69117,Rural_Kilimani,4.168727874755859
251,820.7198,-3.8889875,-2.8578897,Rural_Kilimani,21.78862762451172
252,907.69257,-1.7487831,-2.1957111,Rural_Kilimani,2.355477809906006
253,631.62305,-8.19643,-3.3263695,Rural_Hawassa,3.429509162902832
254,623.7466,-9.142626,-0.9749607,Rural_Sokoto,41.75358963012695
255,614.44293,-9.872548,-2.4704926,Rural_Hawassa,17.131267547607422
256,828.7535,-7.8269634,-7.713864,Rural_Akatsi,30.850162506103516
257,826.11084,-3.93855,-5.3444366,Rural_Kilimani,5.011559963226318
258,502.809,-8.601943,-5.95256,Rural_Hawassa,5.408438205718994
259,788.28656,-7.7819066,-7.745396,Rural_Akatsi,32.09280014038086
260,600.38416,-2.131767,-4.930012,Rural_Kilimani,15.421142578125
261,563.5306,-5.79039,-4.006566,Rural_Hawassa,16.838708877563477
262,880.28986,-3.7583222,-2.0290406,Rural_Kilimani,6.622269153594971
263,704.0681,-1.8028514,-3.227268,Rural_Kilimani,15.051980972290039
264,685.4151,-6.6960344,-0.47945312,Rural_Sokoto,0.4288826286792755
265,812.28357,-2.9833431,-7.1868243,Rural_Kilimani,13.60009479522705
266,969.22015,-4.6639667,-3.8624187,Rural_Kilimani,1.5239893198013306
267,629.356,-11.057546,-0.92541,Rural_Sokoto,11.181926727294922
268,587.61304,-5.5245543,-8.155316,Rural_Amanzi,9.489877700805664
269,705.642,-7.813446,-6.8985286,Rural_Akatsi,3.6054463386535645
270,592.537,-6.1823854,-2.3939142,Rural_Hawassa,29.7664737701416
271,794.1845,-8.502817,0.20074368,Rural_Sokoto,3.1564226150512695
272,845.6134,-8.223464,-0.29926854,Rural_Sokoto,4.7964091300964355
273,763.0313,-3.190605,-1.776782,Rural_Kilimani,1.9983620643615723
274,612.4352,-6.37613,-7.1462827,Rural_Amanzi,13.677441596984863
275,841.86316,-3.997124,-3.2047448,Rural_Kilimani,20.564788818359375
276,565.29803,-6.186891,-6.799427,Rural_Amanzi,5.967857837677002
277,246.74524,-12.436288,-8.137298,Rural_Akatsi,5.614541053771973
278,828.95465,-3.35281,-4.0696306,Rural_Kilimani,8.989352226257324
279,436.76517,-10.17443,-6.7723994,Rural_Akatsi,7.162198543548584
280,715.55255,-9.95365,0.35390055,Rural_Sokoto,10.751006126403809
281,511.93985,-7.0429726,-3.3759203,Rural_Hawassa,15.61043930053711
282,444.8586,-5.069479,0.5250759,Rural_Kilimani,7.389534950256348
283,569.0128,-5.916549,-0.6641423,Rural_Sokoto,8.019713401794434
284,826.49347,-3.4789693,-3.2993417,Rural_Kilimani,2.835592031478882
285,571.94165,-2.0957215,-4.2272925,Rural_Kilimani,13.991061210632324
286,723.48456,-0.6133485,-2.9164495,Rural_Kilimani,23.658918380737305
287,776.3428,-7.61069,-0.33981007,Rural_Sokoto,7.46405029296875
288,722.1988,-7.813446,-0.6461238,Rural_Sokoto,27.294010162353516
289,623.4785,-11.05304,-0.83081305,Rural_Sokoto,7.56324577331543
290,351.36987,-9.7148485,-3.763317,Rural_Hawassa,16.40981101989746
291,641.9528,-9.011961,-5.3624554,Rural_Hawassa,2.659099578857422
292,888.3236,-7.7098155,-5.961569,Rural_Hawassa,3.6591200828552246
293,723.8946,-10.066293,-0.2632316,Rural_Sokoto,20.05509376525879
294,957.7237,-1.5280042,-2.105619,Rural_Kilimani,9.914640426635742
295,798.82086,-3.7988737,-1.4569545,Rural_Kilimani,14.567181587219238
296,479.12207,-4.965848,0.2683129,Rural_Kilimani,9.168124198913574
297,812.96906,-8.214453,-0.0695332,Rural_Sokoto,11.302348136901855
298,685.0549,-8.119833,-4.4345045,Rural_Hawassa,14.506972312927246
299,831.8245,-3.3573155,-2.267785,Rural_Kilimani,15.597108840942383
300,175.6163,-12.021764,-6.9480796,Rural_Hawassa,4.441956520080566
301,398.07758,-11.066557,-5.2408304,Rural_Hawassa,17.56616973876953
302,697.87524,-4.5648413,-7.93459,Rural_Amanzi,6.101885795593262
303,709.92523,-4.763092,-7.249889,Rural_Kilimani,10.204556465148926
304,574.723,-1.2711797,-3.2813234,Rural_Kilimani,5.359942436218262
305,763.1378,-2.9022405,-3.556105,Rural_Kilimani,26.215803146362305
306,458.7645,-7.498048,-1.6506529,Rural_Sokoto,7.426967144012451
307,474.29968,-14.148451,-7.0967317,Rural_Hawassa,15.279305458068848
308,466.87888,-9.3724165,-5.71832,Rural_Hawassa,8.208597183227539
309,749.67676,-4.23142,-2.8443756,Rural_Kilimani,5.743171215057373
310,625.1332,-2.7400358,-4.4164863,Rural_Kilimani,10.656585693359375
311,527.39746,-7.2232003,-0.88486844,Rural_Sokoto,6.035270690917969
312,732.1236,-10.688079,-1.1866776,Rural_Sokoto,46.10980224609375
313,691.65137,-8.457761,-0.015477822,Rural_Sokoto,25.792646408081055
314,751.3648,-2.9563088,-0.9434284,Rural_Kilimani,3.2867026329040527
315,250.0052,-11.674826,-7.128264,Rural_Hawassa,8.483113288879395
316,811.3738,-6.5788865,-7.749901,Rural_Amanzi,9.282995223999023
317,280.11966,-14.053831,-7.574221,Rural_Hawassa,2.12365460395813
318,674.37225,-2.2038581,-7.0201535,Rural_Kilimani,20.56096076965332
319,245.35893,-12.026269,-5.880486,Rural_Hawassa,1.6360249519348145
320,762.068,-3.6006231,-1.5470468,Rural_Kilimani,2.851193428039551
321,752.5824,-8.534357,-7.677827,Rural_Akatsi,17.785436630249023
322,712.45154,-3.190605,-7.015649,Rural_Kilimani,13.894613265991211
323,947.28357,-3.100491,-7.560707,Rural_Kilimani,38.0937385559082
324,808.80945,-3.4519353,-3.6191695,Rural_Kilimani,6.9700541496276855
325,785.8301,-7.6602526,0.0025406363,Rural_Sokoto,6.394092559814453
326,402.10666,-10.72863,-6.0561657,Rural_Hawassa,9.762900352478027
327,491.52792,-9.020972,-6.2723875,Rural_Hawassa,11.462706565856934
328,685.3895,-9.043501,-2.033545,Rural_Sokoto,13.00607967376709
329,624.8409,-2.2579265,-6.650775,Rural_Kilimani,3.2303550243377686
330,647.7714,-8.16489,-3.4434896,Rural_Hawassa,8.452923774719238
331,576.65173,-1.3207422,-3.0020373,Rural_Kilimani,21.93120765686035
332,322.56247,-13.16621,-6.637261,Rural_Hawassa,3.0030384063720703
333,611.1042,-8.764148,-5.95256,Rural_Hawassa,10.17740249633789
334,481.54993,-6.8221936,-0.95243764,Rural_Sokoto,15.062271118164062
335,472.0487,-10.818744,-8.020178,Rural_Akatsi,13.91569709777832
336,738.7264,-8.435232,0.6421959,Rural_Sokoto,10.299383163452148
337,438.1173,-11.161177,-9.078762,Rural_Akatsi,18.767955780029297
338,788.2631,-4.672978,-1.4254222,Rural_Kilimani,17.83268165588379
339,727.2449,-7.8404803,-6.0201287,Rural_Hawassa,9.726690292358398
340,749.45435,-3.7583222,-3.0921295,Rural_Kilimani,14.14157485961914
341,553.1635,-6.0472145,-3.7813356,Rural_Hawassa,4.983068943023682
342,619.5049,-1.5910839,-5.8534584,Rural_Kilimani,31.233850479125977
343,566.6747,-7.0519843,-1.0515392,Rural_Sokoto,48.962159395217896
344,930.9007,-3.762828,-4.709286,Rural_Kilimani,10.701359748840332
345,312.38477,-10.507851,-4.8534336,Rural_Hawassa,29.2905330657959
346,500.93268,-9.566161,-2.8804126,Rural_Hawassa,2.7942802906036377
347,657.25055,-8.106317,-6.321938,Rural_Hawassa,7.563537120819092
348,629.8013,-2.528268,-6.2904058,Rural_Kilimani,27.98248291015625
349,709.7864,-4.8532057,-8.141803,Rural_Amanzi,5.138900279998779
350,760.8104,-8.079282,-1.0019884,Rural_Sokoto,23.40409278869629
351,794.2878,-1.4378903,-1.3848807,Rural_Kilimani,4.303989887237549
352,630.0595,-8.962398,-1.4209175,Rural_Sokoto,4.921943187713623
353,731.2022,-3.177088,-1.0245115,Rural_Kilimani,6.713804244995117
354,586.2164,-7.1466036,-4.5606337,Rural_Hawassa,27.03770637512207
355,644.5571,-7.4845304,-5.5831814,Rural_Hawassa,1.771823525428772
356,487.579,-0.9062185,-3.659711,Rural_Kilimani,8.992684364318848
357,613.4883,-14.143946,-6.578701,Rural_Hawassa,2.26992130279541
358,596.3818,-6.4256926,-4.231797,Rural_Hawassa,3.1852691173553467
359,646.90765,-5.844458,-3.556105,Rural_Hawassa,5.3703508377075195
360,374.068,-12.571458,-8.479649,Rural_Akatsi,12.764778137207031
361,835.2725,-8.173902,-0.15962549,Rural_Sokoto,19.93717384338379
362,781.6971,-10.214981,0.6286821,Rural_Sokoto,11.571696281433105
363,550.1417,-6.7095513,-1.7812867,Rural_Hawassa,24.174245834350586
364,499.5771,-11.7379055,-9.371562,Rural_Akatsi,8.738558769226074
365,636.0182,-8.268521,-3.7227755,Rural_Hawassa,43.18783187866211
