InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,revenue
,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2010-12-02 17:09:00,1.25,16995.0,United Kingdom,-1.25
,22877,NUMBER TILE COTTAGE GARDEN 9,-1,2010-12-02 17:14:00,1.95,18168.0,United Kingdom,-1.95
,22869,NUMBER TILE COTTAGE GARDEN 1,-1,2010-12-02 17:14:00,1.95,18168.0,United Kingdom,-1.95
,22878,NUMBER TILE COTTAGE GARDEN No,-1,2010-12-02 17:14:00,2.1,18168.0,United Kingdom,-2.1
,21843,RED RETROSPOT CAKE STAND,-1,2010-12-02 17:14:00,10.95,18168.0,United Kingdom,-10.95
,22847,BREAD BIN DINER STYLE IVORY,-2,2010-12-02 17:19:00,16.95,14625.0,United Kingdom,-33.9
,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2010-12-02 17:19:00,3.75,14625.0,United Kingdom,-3.75
,22617,BAKING SET SPACEBOY DESIGN,-1,2010-12-02 17:27:00,4.95,15384.0,United Kingdom,-4.95
,22197,SMALL POPCORN HOLDER,-2,2010-12-02 17:27:00,0.85,15384.0,United Kingdom,-1.7
,35004B,SET OF 3 BLACK FLYING DUCKS,-2,2010-12-02 17:30:00,4.65,17924.0,United Kingdom,-9.3
,35004B,SET OF 3 BLACK FLYING DUCKS,-3,2010-12-02 17:30:00,4.65,17924.0,United Kingdom,-13.95
,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-3,2010-12-02 17:31:00,6.95,13408.0,United Kingdom,-20.85
,22832,BROCANTE SHELF WITH HOOKS,-1,2010-12-02 17:35:00,10.75,14264.0,United Kingdom,-10.75
,84946,ANTIQUE SILVER TEA GLASS ETCHED,-3,2010-12-02 17:35:00,1.25,14264.0,United Kingdom,-3.75
,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:36:00,3.25,13295.0,United Kingdom,-3.25
,22942,CHRISTMAS LIGHTS 10 SANTAS ,-48,2010-12-03 09:47:00,7.65,14213.0,United Kingdom,-367.2
,22689,DOORMAT MERRY CHRISTMAS RED ,-50,2010-12-03 09:47:00,6.75,14213.0,United Kingdom,-337.5
,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-50,2010-12-03 09:47:00,2.55,14213.0,United Kingdom,-127.5
,22580,ADVENT CALENDAR GINGHAM SACK,-48,2010-12-03 09:47:00,4.95,14213.0,United Kingdom,-237.6
,22186,RED STAR CARD HOLDER,-48,2010-12-03 09:47:00,2.55,14213.0,United Kingdom,-122.4
,84678,CLASSICAL ROSE SMALL VASE,-1,2010-12-03 10:07:00,2.55,14679.0,United Kingdom,-2.55
,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,2010-12-03 10:09:00,2.95,15240.0,United Kingdom,-2.95
,22944,CHRISTMAS METAL POSTCARD WITH BELLS,-1,2010-12-03 10:09:00,1.25,15240.0,United Kingdom,-1.25
,21871,SAVE THE PLANET MUG,-1,2010-12-03 10:09:00,1.25,15240.0,United Kingdom,-1.25
,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-4,2010-12-03 10:11:00,7.95,18225.0,United Kingdom,-31.8
,22776,SWEETHEART CAKESTAND 3 TIER,-1,2010-12-03 14:19:00,9.95,17954.0,United Kingdom,-9.95
,84685,BEACH HUT KEY CABINET,-1,2010-12-03 14:23:00,3.75,17841.0,United Kingdom,-3.75
,22630,DOLLY GIRL LUNCH BOX,-1,2010-12-03 14:23:00,1.95,17841.0,United Kingdom,-1.95
536996,22712,,-20,2010-12-03 15:30:00,0.0,,United Kingdom,-0.0
536997,22028,,-20,2010-12-03 15:30:00,0.0,,United Kingdom,-0.0
536998,85067,,-6,2010-12-03 15:30:00,0.0,,United Kingdom,-0.0
537000,21414,,-22,2010-12-03 15:32:00,0.0,,United Kingdom,-0.0
537001,21653,,-6,2010-12-03 15:33:00,0.0,,United Kingdom,-0.0
537003,85126,,-2,2010-12-03 15:33:00,0.0,,United Kingdom,-0.0
537004,21814,,-30,2010-12-03 15:34:00,0.0,,United Kingdom,-0.0
537005,21692,,-70,2010-12-03 15:35:00,0.0,,United Kingdom,-0.0
537006,21648,,-130,2010-12-03 15:36:00,0.0,,United Kingdom,-0.0
537007,21172,,-80,2010-12-03 15:36:00,0.0,,United Kingdom,-0.0
537008,21161,,-120,2010-12-03 15:37:00,0.0,,United Kingdom,-0.0
537009,84534B,,-80,2010-12-03 15:38:00,0.0,,United Kingdom,-0.0
537010,22162,,-40,2010-12-03 15:38:00,0.0,,United Kingdom,-0.0
537011,22139,,-5,2010-12-03 15:38:00,0.0,,United Kingdom,-0.0
537012,21535,,-12,2010-12-03 15:39:00,0.0,,United Kingdom,-0.0
537013,35965,,-25,2010-12-03 15:40:00,0.0,,United Kingdom,-0.0
537014,21040,,-20,2010-12-03 15:40:00,0.0,,United Kingdom,-0.0
537015,37464,,-14,2010-12-03 15:41:00,0.0,,United Kingdom,-0.0
537016,21836,,-15,2010-12-03 15:41:00,0.0,,United Kingdom,-0.0
537017,47556B,,-69,2010-12-03 15:41:00,0.0,,United Kingdom,-0.0
537018,84562A,,-3,2010-12-03 15:42:00,0.0,,United Kingdom,-0.0
537019,37474,,-15,2010-12-03 15:43:00,0.0,,United Kingdom,-0.0
537020,21807,,-30,2010-12-03 15:43:00,0.0,,United Kingdom,-0.0
537021,21011,,-20,2010-12-03 15:43:00,0.0,,United Kingdom,-0.0
,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,-36,2010-12-03 16:21:00,2.1,13941.0,United Kingdom,-75.6
537027,18098C,,-140,2010-12-03 16:36:00,0.0,,United Kingdom,-0.0
537028,21696,,-320,2010-12-03 16:36:00,0.0,,United Kingdom,-0.0
537029,37476,,-6,2010-12-03 16:37:00,0.0,,United Kingdom,-0.0
537032,21275,?,-30,2010-12-03 16:50:00,0.0,,United Kingdom,-0.0
,22854,CREAM SWEETHEART EGG HOLDER,-1,2010-12-05 10:25:00,4.95,15708.0,United Kingdom,-4.95
,20936,FORKED CACTUS CANDLE,-1,2010-12-05 10:25:00,2.95,15708.0,United Kingdom,-2.95
,85175,CACTI T-LIGHT CANDLES,-1,2010-12-05 10:25:00,0.42,15708.0,United Kingdom,-0.42
,22575,METAL MERRY CHRISTMAS WREATH,-6,2010-12-05 10:48:00,1.95,15351.0,United Kingdom,-11.7
,11001,ASSTD DESIGN RACING CAR PEN,-1,2010-12-05 10:48:00,1.69,15351.0,United Kingdom,-1.69
,22788,BROCANTE COAT RACK,-2,2010-12-05 12:29:00,8.5,15221.0,United Kingdom,-17.0
,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,2010-12-05 12:29:00,8.5,15221.0,United Kingdom,-8.5
,71279,PINK GLASS CANDLEHOLDER,-2,2010-12-05 12:29:00,2.95,15221.0,United Kingdom,-5.9
,22761,CHEST 7 DRAWER MA CAMPAGNE,-2,2010-12-05 12:29:00,21.95,15221.0,United Kingdom,-43.9
,22769,CHALKBOARD KITCHEN ORGANISER,-8,2010-12-05 12:29:00,21.95,15221.0,United Kingdom,-175.6
,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-3,2010-12-05 12:29:00,12.75,15221.0,United Kingdom,-38.25
,20685,DOORMAT RED RETROSPOT,-1,2010-12-05 12:58:00,7.95,12748.0,United Kingdom,-7.95
,35953,FOLKART STAR CHRISTMAS DECORATIONS,-24,2010-12-05 13:09:00,1.25,15880.0,United Kingdom,-30.0
,D,Discount,-1,2010-12-05 13:21:00,29.29,14527.0,United Kingdom,-29.29
,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-12-05 14:44:00,9.95,14606.0,United Kingdom,-9.95
,21424,WOODLAND STORAGE BOX LARGE ,-1,2010-12-05 14:44:00,2.95,14606.0,United Kingdom,-2.95
,84840,SWEETHEART CARRY-ALL BASKET,-2,2010-12-06 09:31:00,8.5,12586.0,Italy,-17.0
,22653,BUTTON BOX ,-20,2010-12-06 09:40:00,1.95,16161.0,United Kingdom,-39.0
,22429,ENAMEL MEASURING JUG CREAM,-2,2010-12-06 10:45:00,4.25,,United Kingdom,-8.5
,22620,4 TRADITIONAL SPINNING TOPS,-8,2010-12-06 10:45:00,1.25,,United Kingdom,-10.0
,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-2,2010-12-06 10:45:00,2.95,,United Kingdom,-5.9
,22564,ALPHABET STENCIL CRAFT,-5,2010-12-06 10:45:00,1.25,,United Kingdom,-6.25
,21891,TRADITIONAL WOODEN SKIPPING ROPE,-3,2010-12-06 10:45:00,1.25,,United Kingdom,-3.75
,22747,POPPY'S PLAYHOUSE BATHROOM,-6,2010-12-06 10:45:00,2.1,,United Kingdom,-12.6
,22454,MEASURING TAPE BABUSHKA RED,-8,2010-12-06 10:45:00,2.95,,United Kingdom,-23.6
,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-4,2010-12-06 10:45:00,2.95,,United Kingdom,-11.8
,21915,RED  HARMONICA IN BOX ,-4,2010-12-06 10:45:00,1.25,,United Kingdom,-5.0
,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9,2010-12-06 10:45:00,2.55,,United Kingdom,-22.95
,22748,POPPY'S PLAYHOUSE KITCHEN,-4,2010-12-06 10:45:00,2.1,,United Kingdom,-8.4
,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-6,2010-12-06 10:45:00,4.95,,United Kingdom,-29.7
,22418,10 COLOUR SPACEBOY PEN,-7,2010-12-06 10:45:00,0.85,,United Kingdom,-5.95
,22911,PAPER CHAIN KIT LONDON,-2,2010-12-06 10:45:00,2.95,,United Kingdom,-5.9
,22940,FELTCRAFT CHRISTMAS FAIRY,-5,2010-12-06 10:45:00,4.25,,United Kingdom,-21.25
,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-8,2010-12-06 10:45:00,2.1,,United Kingdom,-16.8
,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,2010-12-06 10:45:00,2.95,,United Kingdom,-5.9
,22536,MAGIC DRAWING SLATE PURDEY,-11,2010-12-06 10:45:00,0.42,,United Kingdom,-4.62
,21826,EIGHT PIECE DINOSAUR SET,-4,2010-12-06 10:45:00,1.25,,United Kingdom,-5.0
,22466,FAIRY TALE COTTAGE NIGHTLIGHT,-3,2010-12-06 10:45:00,1.95,,United Kingdom,-5.85
,21349,IVY HEART WREATH,-4,2010-12-06 11:42:00,6.75,13497.0,United Kingdom,-27.0
,35400,WOODEN BOX ADVENT CALENDAR ,-1,2010-12-06 11:47:00,8.95,14867.0,United Kingdom,-8.95
,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,2010-12-06 12:00:00,8.5,12474.0,Germany,-34.0
537363,84569B,,-20,2010-12-06 12:35:00,0.0,,United Kingdom,-0.0
537364,21027,,-70,2010-12-06 12:36:00,0.0,,United Kingdom,-0.0
,22423,REGENCY CAKESTAND 3 TIER,-1,2010-12-06 12:55:00,12.75,14487.0,United Kingdom,-12.75
,22865,HAND WARMER OWL DESIGN,-10,2010-12-06 13:12:00,2.1,15882.0,United Kingdom,-21.0
,21658,GLASS  BEURRE DISH,-1,2010-12-06 13:17:00,3.95,16550.0,United Kingdom,-3.95
,22197,SMALL POPCORN HOLDER,-1,2010-12-06 13:17:00,0.85,16550.0,United Kingdom,-0.85
,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2010-12-06 13:17:00,4.25,16550.0,United Kingdom,-4.25
,22430,ENAMEL WATERING CAN CREAM,-1,2010-12-06 14:22:00,4.95,15426.0,United Kingdom,-4.95
537401,84898F,,-24,2010-12-06 14:37:00,0.0,,United Kingdom,-0.0
,22926,IVORY GIANT GARDEN THERMOMETER,-4,2010-12-06 14:43:00,5.95,15502.0,United Kingdom,-23.8
,22927,GREEN GIANT GARDEN THERMOMETER,-4,2010-12-06 14:43:00,5.95,15502.0,United Kingdom,-23.8
,22849,BREAD BIN DINER STYLE MINT,-4,2010-12-06 14:43:00,14.95,15502.0,United Kingdom,-59.8
,22847,BREAD BIN DINER STYLE IVORY,-4,2010-12-06 14:43:00,14.95,15502.0,United Kingdom,-59.8
,47580,TEA TIME DES TEA COSY,-6,2010-12-06 14:43:00,2.55,15502.0,United Kingdom,-15.3
,22196,SMALL HEART MEASURING SPOONS,-12,2010-12-06 14:43:00,0.85,15502.0,United Kingdom,-10.2
,22926,IVORY GIANT GARDEN THERMOMETER,-4,2010-12-06 14:53:00,5.95,15502.0,United Kingdom,-23.8
,22927,GREEN GIANT GARDEN THERMOMETER,-4,2010-12-06 14:53:00,5.95,15502.0,United Kingdom,-23.8
,22847,BREAD BIN DINER STYLE IVORY,-4,2010-12-06 14:53:00,14.95,15502.0,United Kingdom,-59.8
,22849,BREAD BIN DINER STYLE MINT,-4,2010-12-06 14:53:00,14.95,15502.0,United Kingdom,-59.8
,47580,TEA TIME DES TEA COSY,-6,2010-12-06 14:55:00,2.55,15502.0,United Kingdom,-15.3
,22196,SMALL HEART MEASURING SPOONS,-12,2010-12-06 14:55:00,0.85,15502.0,United Kingdom,-10.2
,22834,HAND WARMER BABUSHKA DESIGN,-72,2010-12-06 15:07:00,2.1,14409.0,United Kingdom,-151.2
,POST,POSTAGE,-1,2010-12-06 15:09:00,4.41,16861.0,United Kingdom,-4.41
,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,2010-12-06 15:09:00,2.95,16861.0,United Kingdom,-17.7
,22840,ROUND CAKE TIN VINTAGE RED,-1,2010-12-06 15:10:00,7.95,16138.0,United Kingdom,-7.95
,22960,JAM MAKING SET WITH JARS,-1,2010-12-06 15:12:00,4.25,13481.0,United Kingdom,-4.25
537425,84968F,check,-20,2010-12-06 15:35:00,0.0,,United Kingdom,-0.0
537426,84968E,check,-35,2010-12-06 15:36:00,0.0,,United Kingdom,-0.0
537427,84968B,,-21,2010-12-06 15:37:00,0.0,,United Kingdom,-0.0
537432,35833G,damages,-43,2010-12-06 16:10:00,0.0,,United Kingdom,-0.0
,21755,LOVE BUILDING BLOCK WORD,-1,2010-12-06 16:10:00,5.95,16782.0,United Kingdom,-5.95
,22580,ADVENT CALENDAR GINGHAM SACK,-8,2010-12-07 08:42:00,5.95,14850.0,United Kingdom,-47.6
,22418,10 COLOUR SPACEBOY PEN,-11,2010-12-07 08:57:00,0.85,15021.0,United Kingdom,-9.35
537449,21054,,-30,2010-12-07 09:26:00,0.0,,United Kingdom,-0.0
537450,20684,,-19,2010-12-07 09:26:00,0.0,,United Kingdom,-0.0
537451,84881,,-11,2010-12-07 09:27:00,0.0,,United Kingdom,-0.0
537452,20941,,-24,2010-12-07 09:28:00,0.0,,United Kingdom,-0.0
537453,21248,,-18,2010-12-07 09:28:00,0.0,,United Kingdom,-0.0
537454,21349,,-44,2010-12-07 09:30:00,0.0,,United Kingdom,-0.0
537455,22155,,-70,2010-12-07 09:31:00,0.0,,United Kingdom,-0.0
537466,21488,,-50,2010-12-07 10:33:00,0.0,,United Kingdom,-0.0
,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-12-07 11:47:00,7.95,13319.0,United Kingdom,-7.95
,85047,WHITE BEADED GARLAND STRING 20LIGHT,-2,2010-12-07 11:47:00,6.35,13319.0,United Kingdom,-12.7
,22726,ALARM CLOCK BAKELIKE GREEN,-2,2010-12-07 11:47:00,3.75,13319.0,United Kingdom,-7.5
,BANK CHARGES,Bank Charges,-1,2010-12-07 12:00:00,95.38,,United Kingdom,-95.38
,S,SAMPLES,-1,2010-12-07 12:03:00,12.95,,United Kingdom,-12.95
,S,SAMPLES,-1,2010-12-07 12:03:00,52.0,,United Kingdom,-52.0
,22968,ROSE COTTAGE KEEPSAKE BOX ,-2,2010-12-07 12:31:00,9.95,17954.0,United Kingdom,-19.9
,D,Discount,-1,2010-12-07 12:34:00,281.0,15498.0,United Kingdom,-281.0
,AMAZONFEE,AMAZON FEE,-1,2010-12-07 12:41:00,1.0,,United Kingdom,-1.0
,85099B,JUMBO BAG RED RETROSPOT,-1,2010-12-07 12:45:00,1.65,17511.0,United Kingdom,-1.65
,21622,VINTAGE UNION JACK CUSHION COVER,-1,2010-12-07 12:45:00,4.95,17511.0,United Kingdom,-4.95
,22065,CHRISTMAS PUDDING TRINKET POT ,-1,2010-12-07 12:45:00,1.25,17511.0,United Kingdom,-1.25
,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-12-07 12:45:00,8.5,17511.0,United Kingdom,-8.5
,22654,DELUXE SEWING KIT ,-1,2010-12-07 12:45:00,4.95,17511.0,United Kingdom,-4.95
,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-07 12:45:00,2.55,17511.0,United Kingdom,-2.55
,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-1,2010-12-07 12:45:00,2.95,17511.0,United Kingdom,-2.95
,22197,SMALL POPCORN HOLDER,-1,2010-12-07 12:45:00,0.72,17511.0,United Kingdom,-0.72
,22659,LUNCH BOX I LOVE LONDON,-4,2010-12-07 12:45:00,1.65,17511.0,United Kingdom,-6.6
,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2010-12-07 12:45:00,7.65,17511.0,United Kingdom,-7.65
,21843,RED RETROSPOT CAKE STAND,-1,2010-12-07 12:45:00,9.95,17511.0,United Kingdom,-9.95
,22423,REGENCY CAKESTAND 3 TIER,-2,2010-12-07 12:45:00,10.95,17511.0,United Kingdom,-21.9
,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2010-12-07 12:45:00,1.25,17511.0,United Kingdom,-1.25
,22198,LARGE POPCORN HOLDER ,-1,2010-12-07 12:45:00,1.45,17511.0,United Kingdom,-1.45
,M,Manual,-1,2010-12-07 13:23:00,631.31,,United Kingdom,-631.31
,22865,HAND WARMER OWL DESIGN,-36,2010-12-07 13:25:00,2.1,17675.0,United Kingdom,-75.6
,M,Manual,-1,2010-12-07 13:28:00,313.78,,United Kingdom,-313.78
,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:04:00,13541.33,,United Kingdom,-13541.33
,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:34:00,13474.79,,United Kingdom,-13474.79
,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:41:00,5519.25,,United Kingdom,-5519.25
,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:49:00,13541.33,,United Kingdom,-13541.33
,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:51:00,6706.71,,United Kingdom,-6706.71
,21258,VICTORIAN SEWING BOX LARGE,-12,2010-12-07 16:21:00,10.95,15100.0,United Kingdom,-131.4
,21166,COOK WITH WINE METAL SIGN ,-1,2010-12-08 09:55:00,1.95,14796.0,United Kingdom,-1.95
,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2010-12-08 10:18:00,2.55,14901.0,United Kingdom,-2.55
,22730,ALARM CLOCK BAKELIKE IVORY,-1,2010-12-08 10:18:00,3.75,14901.0,United Kingdom,-3.75
537687,84840,,-9,2010-12-08 10:26:00,0.0,,United Kingdom,-0.0
,22156,HEART DECORATION WITH PEARLS ,-1,2010-12-08 11:03:00,0.85,15021.0,United Kingdom,-0.85
,21558,SKULL LUNCH BOX WITH CUTLERY ,-1,2010-12-08 11:03:00,2.55,15021.0,United Kingdom,-2.55
,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-08 11:03:00,3.25,15021.0,United Kingdom,-3.25
,21914,BLUE HARMONICA IN BOX ,-24,2010-12-08 11:33:00,1.25,14952.0,United Kingdom,-30.0
,84949,SILVER HANGING T-LIGHT HOLDER,-8,2010-12-08 11:33:00,1.65,14952.0,United Kingdom,-13.2
,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-4,2010-12-08 11:33:00,14.95,14952.0,United Kingdom,-59.8
,85068,CREAM SWEETHEART SHELF + HOOKS,-1,2010-12-08 12:03:00,7.95,16713.0,United Kingdom,-7.95
,90062,CARNIVAL BRACELET,-1,2010-12-08 12:49:00,12.75,15916.0,United Kingdom,-12.75
,16202E,BLACK PHOTO ALBUM ,-1,2010-12-08 12:49:00,5.55,15916.0,United Kingdom,-5.55
,22501,PICNIC BASKET WICKER LARGE,-1,2010-12-08 13:07:00,8.5,13113.0,United Kingdom,-8.5
,22423,REGENCY CAKESTAND 3 TIER,-2,2010-12-08 13:07:00,10.95,13113.0,United Kingdom,-21.9
,22469,HEART OF WICKER SMALL,-1,2010-12-08 13:07:00,1.45,13113.0,United Kingdom,-1.45
,22357,KINGS CHOICE BISCUIT TIN,-1,2010-12-08 13:07:00,4.25,16553.0,United Kingdom,-4.25
,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2010-12-08 13:18:00,4.65,15311.0,United Kingdom,-4.65
,40001,WHITE BAMBOO RIBS LAMPSHADE,-2,2010-12-08 13:18:00,0.64,15311.0,United Kingdom,-1.28
