Field_ID,Elevation,Latitude,Longitude,Location,Slope
70,762.7562,-7.4890366,-0.48846233,Rural_Sokoto,9.095326
71,773.5328,-8.809204,-1.731736,Rural_Sokoto,27.875652
72,930.2712,-1.0143552,-2.2362528,Rural_Kilimani,14.491566
73,675.9769,-6.448221,-5.6777782,Rural_Amanzi,18.36232
74,617.25885,-6.7591143,-0.63261,Rural_Sokoto,16.628185
75,817.772,-7.741355,-6.042652,Rural_Hawassa,18.877098
76,992.03107,-2.2804549,-8.015673,Rural_Kilimani,18.160603
77,391.2291,-11.296347,-7.141778,Rural_Hawassa,2.0215573
78,613.9286,-9.394944,-5.294886,Rural_Hawassa,27.32035
79,379.6297,-10.949409,-7.470615,Rural_Hawassa,16.24993
80,313.35202,-13.130164,-7.99315,Rural_Hawassa,9.925107
81,649.4853,-7.4259567,-4.2858524,Rural_Hawassa,2.0967288
82,821.40936,-4.5783587,-3.2317727,Rural_Kilimani,7.4941998
83,859.7939,-3.1680765,-7.3895316,Rural_Kilimani,12.818676
84,836.59076,-8.561391,-7.8850393,Rural_Akatsi,11.582341
85,491.0968,-9.669792,-7.3534946,Rural_Akatsi,7.4907026
86,280.15732,-14.125922,-7.3895316,Rural_Hawassa,1.9359025
87,612.2517,-5.979629,-0.92090535,Rural_Sokoto,13.499028
88,924.58856,-4.055698,-3.4344802,Rural_Kilimani,33.84469
89,633.529,-8.71909,-4.3173847,Rural_Hawassa,11.559444
90,353.59006,-11.494597,-5.9120183,Rural_Hawassa,4.587775
91,732.4835,-1.9335166,-0.67315155,Rural_Kilimani,1.6870112
92,829.52106,-4.0151467,-2.3804004,Rural_Kilimani,21.932148
93,655.85065,-8.245993,1.2232912,Rural_Sokoto,7.400837
94,416.72012,-0.5097175,-4.276843,Rural_Kilimani,5.3167024
95,746.04755,-5.6957703,-4.452523,Rural_Kilimani,8.467509
96,736.42505,-4.4026365,-1.8578651,Rural_Kilimani,1.5881828
97,302.21597,-11.300853,-6.6597843,Rural_Hawassa,17.876163
98,696.76965,-8.124339,-4.2137785,Rural_Hawassa,20.277792
99,588.9128,-1.487453,-3.1687078,Rural_Kilimani,33.429035
100,298.83093,-12.895868,-7.4390826,Rural_Hawassa,7.877552
101,803.1073,-4.6234155,-1.7993052,Rural_Kilimani,6.11003
102,766.9124,-8.457761,-0.07403781,Rural_Sokoto,5.089196
103,764.91223,-8.633482,-7.470615,Rural_Akatsi,7.811734
104,653.0269,-9.088557,-4.2002645,Rural_Hawassa,3.2587976
105,493.92685,-7.0159388,-3.3263695,Rural_Hawassa,13.914721
106,701.929,-1.6226237,-4.092154,Rural_Kilimani,14.844107
107,309.08865,-11.354921,-6.344461,Rural_Hawassa,9.450017
108,880.8183,-3.528532,-2.0876005,Rural_Kilimani,6.0475535
109,861.0339,-8.070271,-0.4118839,Rural_Sokoto,6.7838545
110,946.13776,-3.848436,-2.2047205,Rural_Kilimani,17.933739
111,686.5186,-5.9616065,-2.1011143,Rural_Hawassa,8.889999
112,686.58636,-4.659461,-7.7544055,Rural_Kilimani,1.589896
113,725.2319,-10.075304,-0.33080083,Rural_Sokoto,7.690379
114,402.8241,-12.229026,-5.520117,Rural_Hawassa,4.2763033
115,257.6999,-13.517653,-7.4300733,Rural_Hawassa,10.876599
116,645.73584,-6.63746,-0.54702234,Rural_Sokoto,7.681616
117,553.8872,-5.925561,-3.366911,Rural_Hawassa,50.42178
118,712.7435,-6.0021577,-3.2813234,Rural_Hawassa,16.859617
119,297.47983,-13.706893,-7.245384,Rural_Hawassa,13.342987
120,491.11676,-11.503609,-9.258946,Rural_Akatsi,6.754676
121,701.6231,-10.899846,-1.1191083,Rural_Sokoto,27.850641
122,422.4572,-9.58869,-3.8894463,Rural_Hawassa,7.6105113
123,943.8401,-4.0151467,-4.461532,Rural_Kilimani,4.264425
124,688.86383,-9.552644,0.2097529,Rural_Sokoto,4.608697
125,805.90674,-4.0782266,-5.2858768,Rural_Kilimani,7.0051475
126,734.8709,-7.5746446,-7.249889,Rural_Akatsi,11.562493
127,872.0295,-4.6955066,-5.646246,Rural_Kilimani,18.462164
128,670.27094,-5.7363214,0.4530021,Rural_Sokoto,34.566906
129,790.1966,-8.10181,-5.529126,Rural_Hawassa,11.7762985
130,450.5463,-10.138384,-7.691341,Rural_Akatsi,9.593075
131,591.0445,-6.772631,-0.45693004,Rural_Sokoto,45.430744
132,389.18823,-11.4630575,-8.682356,Rural_Akatsi,4.5898123
133,638.1526,-6.6059203,-5.993101,Rural_Amanzi,1.2405165
134,832.37396,-8.295555,-0.3262962,Rural_Sokoto,6.718208
135,636.47833,-7.4079337,-4.700277,Rural_Hawassa,9.991588
136,663.3304,-8.610954,-4.37144,Rural_Hawassa,12.502428
137,918.62305,-1.8884597,-8.28595,Rural_Kilimani,2.7906396
138,508.85446,-11.688342,-5.330923,Rural_Hawassa,5.3284287
139,572.0909,-8.674034,-6.835464,Rural_Akatsi,4.034355
140,774.15686,-9.412968,0.2998452,Rural_Sokoto,7.4858975
141,597.66864,-9.084052,-1.2407329,Rural_Sokoto,2.0749989
142,351.82404,-11.341404,-6.4345536,Rural_Hawassa,4.0580626
143,658.9591,-8.3451185,0.40795594,Rural_Sokoto,2.392869
144,751.73175,-4.3710966,-0.6776562,Rural_Kilimani,1.1935976
145,448.95782,-11.9767065,-9.258946,Rural_Akatsi,8.5764885
146,612.9842,-7.9531226,-5.7994027,Rural_Hawassa,11.36896
147,585.1239,-1.5910839,-6.123735,Rural_Kilimani,9.693272
148,822.70953,-2.104733,-7.2859254,Rural_Kilimani,50.61768
149,742.5421,-2.1723182,-6.137249,Rural_Kilimani,6.1976366
150,778.377,-4.4792333,-2.2903082,Rural_Kilimani,3.3315592
151,718.90875,-9.250762,-1.7948005,Rural_Sokoto,7.3301024
152,827.6802,-4.470222,-6.123735,Rural_Kilimani,18.57954
153,735.04083,-6.3806357,-0.28575468,Rural_Sokoto,11.569933
154,462.33728,-0.82511604,-4.218283,Rural_Kilimani,8.475962
155,673.42285,-8.818215,-5.047132,Rural_Hawassa,4.508351
156,892.7518,-1.7442775,-1.4524498,Rural_Kilimani,9.842228
157,124.6915,-12.409253,-6.7273536,Rural_Hawassa,22.012873
158,447.56085,-9.827491,-3.2903326,Rural_Hawassa,21.320408
159,557.06744,-2.780587,-6.41203,Rural_Kilimani,50.416397
160,380.74686,-10.805226,-6.2048182,Rural_Hawassa,9.640903
161,353.2472,-12.260566,-8.718393,Rural_Akatsi,7.735654
162,565.5416,-11.1206255,-9.524719,Rural_Akatsi,8.714346
163,226.9717,-12.81026,-6.371489,Rural_Hawassa,1.7984456
164,488.3304,-11.012488,-9.213901,Rural_Akatsi,13.6772375
165,547.3762,-1.3162366,-4.6146894,Rural_Kilimani,29.662699
166,459.88583,-10.507851,-7.515661,Rural_Akatsi,26.920807
167,783.35126,-2.780587,-7.1147504,Rural_Kilimani,12.6767645
168,107.24093,-12.093855,-6.5741963,Rural_Hawassa,26.397738
169,814.86304,-7.3583713,-7.7904425,Rural_Akatsi,3.1427526
170,706.04755,-5.2722354,-1.9029113,Rural_Hawassa,13.908861
171,393.3719,-10.408726,-5.186775,Rural_Hawassa,22.46604
172,612.4847,-7.817952,-3.4885356,Rural_Hawassa,9.179514
173,777.48486,-4.105261,-0.8758592,Rural_Kilimani,10.161062
174,867.33704,-4.862217,-4.713791,Rural_Kilimani,21.042871
175,565.7347,-7.3673825,-1.8668743,Rural_Sokoto,9.597254
176,288.2884,-12.90488,-6.1642766,Rural_Hawassa,5.4210577
177,555.4431,-10.512357,-6.299415,Rural_Hawassa,1.5300932
178,247.19615,-12.562447,-7.159796,Rural_Akatsi,21.29206
179,784.3481,-5.0920076,-4.4705415,Rural_Kilimani,8.611136
180,615.84973,-14.166473,-6.5832057,Rural_Hawassa,4.534647
181,633.38226,-9.98519,-1.4704683,Rural_Sokoto,41.065907
182,867.01636,-2.3930974,-8.3309965,Rural_Kilimani,18.371115
183,644.84424,-7.64223,-4.686763,Rural_Hawassa,43.24943
184,751.7321,-7.9576283,-1.4209175,Rural_Sokoto,1.3229221
185,895.9765,-1.2937081,-2.5786035,Rural_Kilimani,2.4272878
186,871.09204,-4.6053925,-4.9480305,Rural_Kilimani,1.032992
187,720.5318,-9.160648,0.1466883,Rural_Sokoto,4.586536
188,521.20776,-1.442396,-5.587686,Rural_Kilimani,4.796168
189,484.966,-7.3854055,-1.5965976,Rural_Sokoto,3.2150092
190,808.5815,-9.78694,0.49354362,Rural_Sokoto,21.771845
191,692.13995,-2.1272614,-3.029065,Rural_Kilimani,4.8376536
192,677.60034,-4.8847456,-7.9030576,Rural_Amanzi,33.288933
193,800.0809,-8.885801,-7.87603,Rural_Akatsi,15.456066
194,613.2582,-9.070535,-1.2407329,Rural_Sokoto,0.08703218
195,845.40344,-4.934308,-5.5426397,Rural_Kilimani,2.0373182
196,509.6618,-9.061523,-4.114677,Rural_Hawassa,13.297136
197,814.30505,-3.8394248,-1.321816,Rural_Kilimani,2.4393866
198,612.2992,-7.227706,-2.4569788,Rural_Hawassa,31.527239
199,988.3129,-4.6504498,-4.1056676,Rural_Kilimani,15.176436
200,748.40454,-10.444771,-0.24971777,Rural_Sokoto,3.6081042
201,643.715,-11.044028,-1.0515392,Rural_Sokoto,6.658377
202,724.9002,-3.5735888,-0.8758592,Rural_Kilimani,3.3466291
203,863.1766,-3.2536848,-7.3579993,Rural_Kilimani,10.457944
204,684.62506,-8.282039,-4.348917,Rural_Hawassa,15.762452
205,648.4799,-8.083788,0.93499583,Rural_Sokoto,7.8192744
206,507.9288,-1.0143552,-3.6326833,Rural_Kilimani,13.679813
207,364.82138,-10.800721,-6.8985286,Rural_Hawassa,5.4635534
208,715.42456,-6.056226,-6.033643,Rural_Amanzi,15.925112
209,739.05743,-8.327095,-2.1641788,Rural_Sokoto,5.652686
210,598.43243,-6.1508455,-2.758788,Rural_Hawassa,6.7192893
211,456.3393,-9.822986,-4.3083754,Rural_Hawassa,7.778987
212,437.00684,-7.0925355,-1.2542468,Rural_Sokoto,12.150937
213,857.09174,-7.538599,-8.123784,Rural_Akatsi,22.420795
214,455.97614,-10.597964,-5.740843,Rural_Hawassa,33.225796
215,582.0825,-6.065237,-2.8218527,Rural_Hawassa,2.7520764
216,255.2269,-13.98174,-7.7544055,Rural_Hawassa,2.9694586
217,320.1832,-11.278324,-7.195833,Rural_Hawassa,18.409441
218,379.36694,-9.958157,-3.425471,Rural_Hawassa,19.915274
219,747.0854,-10.701595,0.10614677,Rural_Sokoto,27.061304
220,695.4643,-9.043501,-7.488633,Rural_Akatsi,4.9949923
221,662.5033,-10.89534,-0.79928076,Rural_Sokoto,1.2337468
222,572.00543,-8.885801,-4.0471077,Rural_Hawassa,6.0178895
223,683.1111,-7.1060524,-6.137249,Rural_Hawassa,7.2317877
224,286.903,-13.035544,-6.799427,Rural_Hawassa,20.640438
225,519.63916,-2.1137443,-5.5111074,Rural_Kilimani,7.1110525
226,899.20087,-3.7988737,-4.5786524,Rural_Kilimani,7.7134624
227,833.01874,-1.7893344,-0.99297917,Rural_Kilimani,2.4011471
228,804.8012,-7.6467357,-8.042701,Rural_Akatsi,23.210495
229,838.7265,-8.255004,-7.970627,Rural_Akatsi,45.689735
230,489.3664,-9.115592,-6.3309474,Rural_Hawassa,12.280474
231,266.00876,-11.710871,-6.3624797,Rural_Hawassa,15.261618
232,875.33527,-1.9650564,-3.308351,Rural_Kilimani,2.7943966
233,638.0151,-7.741355,-5.6011996,Rural_Hawassa,3.7085388
234,756.45654,-4.353074,-1.4344314,Rural_Kilimani,4.49406
235,728.7635,-7.8089404,-1.2407329,Rural_Sokoto,3.972566
236,609.6308,-7.570139,-2.0605729,Rural_Sokoto,2.1418815
237,885.7108,-0.96028686,-2.5831082,Rural_Kilimani,11.927764
238,606.1168,-8.462266,-2.114628,Rural_Sokoto,18.302874
239,255.94244,-14.01328,-7.5697165,Rural_Hawassa,3.9556317
240,841.6181,-3.852942,-3.2813234,Rural_Kilimani,1.6959778
241,784.2854,-2.866195,-7.0561905,Rural_Kilimani,10.783533
242,737.1195,-3.8033793,-5.213803,Rural_Kilimani,6.582761
243,805.14703,-10.584448,-0.019982437,Rural_Sokoto,12.716285
244,307.59836,-13.143682,-7.398541,Rural_Hawassa,10.165347
245,559.11475,-10.251026,-6.078689,Rural_Hawassa,2.641217
246,876.7484,-1.6811978,-1.2497422,Rural_Kilimani,19.790358
247,308.45483,-10.557413,-5.1011877,Rural_Hawassa,14.608118
248,691.7957,-6.952859,-0.33080083,Rural_Sokoto,5.0410137
249,600.76996,-9.187683,-4.9840674,Rural_Hawassa,14.994877
250,762.9626,-2.176824,-0.69117,Rural_Kilimani,4.168728
251,820.7198,-3.8889875,-2.8578897,Rural_Kilimani,21.788628
252,907.69257,-1.7487831,-2.1957111,Rural_Kilimani,2.3554778
253,631.62305,-8.19643,-3.3263695,Rural_Hawassa,3.4295092
254,623.7466,-9.142626,-0.9749607,Rural_Sokoto,41.75359
255,614.44293,-9.872548,-2.4704926,Rural_Hawassa,17.131268
256,828.7535,-7.8269634,-7.713864,Rural_Akatsi,30.850163
257,826.11084,-3.93855,-5.3444366,Rural_Kilimani,5.01156
258,502.809,-8.601943,-5.95256,Rural_Hawassa,5.408438
259,788.28656,-7.7819066,-7.745396,Rural_Akatsi,32.0928
260,600.38416,-2.131767,-4.930012,Rural_Kilimani,15.421143
261,563.5306,-5.79039,-4.006566,Rural_Hawassa,16.838709
262,880.28986,-3.7583222,-2.0290406,Rural_Kilimani,6.622269
263,704.0681,-1.8028514,-3.227268,Rural_Kilimani,15.051981
264,685.4151,-6.6960344,-0.47945312,Rural_Sokoto,0.42888263
265,812.28357,-2.9833431,-7.1868243,Rural_Kilimani,13.600095
266,969.22015,-4.6639667,-3.8624187,Rural_Kilimani,1.5239893
267,629.356,-11.057546,-0.92541,Rural_Sokoto,11.181927
268,587.61304,-5.5245543,-8.155316,Rural_Amanzi,9.489878
269,705.642,-7.813446,-6.8985286,Rural_Akatsi,3.6054463
270,592.537,-6.1823854,-2.3939142,Rural_Hawassa,29.766474
271,794.1845,-8.502817,0.20074368,Rural_Sokoto,3.1564226
272,845.6134,-8.223464,-0.29926854,Rural_Sokoto,4.796409
273,763.0313,-3.190605,-1.776782,Rural_Kilimani,1.9983621
274,612.4352,-6.37613,-7.1462827,Rural_Amanzi,13.677442
275,841.86316,-3.997124,-3.2047448,Rural_Kilimani,20.564789
276,565.29803,-6.186891,-6.799427,Rural_Amanzi,5.967858
277,246.74524,-12.436288,-8.137298,Rural_Akatsi,5.614541
278,828.95465,-3.35281,-4.0696306,Rural_Kilimani,8.989352
279,436.76517,-10.17443,-6.7723994,Rural_Akatsi,7.1621985
280,715.55255,-9.95365,0.35390055,Rural_Sokoto,10.751006
281,511.93985,-7.0429726,-3.3759203,Rural_Hawassa,15.610439
282,444.8586,-5.069479,0.5250759,Rural_Kilimani,7.389535
283,569.0128,-5.916549,-0.6641423,Rural_Sokoto,8.019713
284,826.49347,-3.4789693,-3.2993417,Rural_Kilimani,2.835592
285,571.94165,-2.0957215,-4.2272925,Rural_Kilimani,13.991061
286,723.48456,-0.6133485,-2.9164495,Rural_Kilimani,23.658918
287,776.3428,-7.61069,-0.33981007,Rural_Sokoto,7.4640503
288,722.1988,-7.813446,-0.6461238,Rural_Sokoto,27.29401
289,623.4785,-11.05304,-0.83081305,Rural_Sokoto,7.563246
290,351.36987,-9.7148485,-3.763317,Rural_Hawassa,16.409811
291,641.9528,-9.011961,-5.3624554,Rural_Hawassa,2.6590996
292,888.3236,-7.7098155,-5.961569,Rural_Hawassa,3.65912
293,723.8946,-10.066293,-0.2632316,Rural_Sokoto,20.055094
294,957.7237,-1.5280042,-2.105619,Rural_Kilimani,9.91464
295,798.82086,-3.7988737,-1.4569545,Rural_Kilimani,14.567182
296,479.12207,-4.965848,0.2683129,Rural_Kilimani,9.168124
297,812.96906,-8.214453,-0.0695332,Rural_Sokoto,11.302348
298,685.0549,-8.119833,-4.4345045,Rural_Hawassa,14.506972
299,831.8245,-3.3573155,-2.267785,Rural_Kilimani,15.597109
300,175.6163,-12.021764,-6.9480796,Rural_Hawassa,4.4419565
301,398.07758,-11.066557,-5.2408304,Rural_Hawassa,17.56617
302,697.87524,-4.5648413,-7.93459,Rural_Amanzi,6.101886
303,709.92523,-4.763092,-7.249889,Rural_Kilimani,10.204556
304,574.723,-1.2711797,-3.2813234,Rural_Kilimani,5.3599424
305,763.1378,-2.9022405,-3.556105,Rural_Kilimani,26.215803
306,458.7645,-7.498048,-1.6506529,Rural_Sokoto,7.426967
307,474.29968,-14.148451,-7.0967317,Rural_Hawassa,15.279305
308,466.87888,-9.3724165,-5.71832,Rural_Hawassa,8.208597
309,749.67676,-4.23142,-2.8443756,Rural_Kilimani,5.743171
310,625.1332,-2.7400358,-4.4164863,Rural_Kilimani,10.656586
311,527.39746,-7.2232003,-0.88486844,Rural_Sokoto,6.0352707
312,732.1236,-10.688079,-1.1866776,Rural_Sokoto,46.109802
313,691.65137,-8.457761,-0.015477822,Rural_Sokoto,25.792646
314,751.3648,-2.9563088,-0.9434284,Rural_Kilimani,3.2867026
315,250.0052,-11.674826,-7.128264,Rural_Hawassa,8.483113
316,811.3738,-6.5788865,-7.749901,Rural_Amanzi,9.282995
317,280.11966,-14.053831,-7.574221,Rural_Hawassa,2.1236546
318,674.37225,-2.2038581,-7.0201535,Rural_Kilimani,20.56096
319,245.35893,-12.026269,-5.880486,Rural_Hawassa,1.636025
320,762.068,-3.6006231,-1.5470468,Rural_Kilimani,2.8511934
321,752.5824,-8.534357,-7.677827,Rural_Akatsi,17.785437
322,712.45154,-3.190605,-7.015649,Rural_Kilimani,13.894613
323,947.28357,-3.100491,-7.560707,Rural_Kilimani,38.09374
324,808.80945,-3.4519353,-3.6191695,Rural_Kilimani,6.970054
325,785.8301,-7.6602526,0.0025406363,Rural_Sokoto,6.3940926
326,402.10666,-10.72863,-6.0561657,Rural_Hawassa,9.7629
327,491.52792,-9.020972,-6.2723875,Rural_Hawassa,11.462707
328,685.3895,-9.043501,-2.033545,Rural_Sokoto,13.00608
329,624.8409,-2.2579265,-6.650775,Rural_Kilimani,3.230355
330,647.7714,-8.16489,-3.4434896,Rural_Hawassa,8.452924
331,576.65173,-1.3207422,-3.0020373,Rural_Kilimani,21.931208
332,322.56247,-13.16621,-6.637261,Rural_Hawassa,3.0030384
333,611.1042,-8.764148,-5.95256,Rural_Hawassa,10.1774025
334,481.54993,-6.8221936,-0.95243764,Rural_Sokoto,15.062271
335,472.0487,-10.818744,-8.020178,Rural_Akatsi,13.915697
336,738.7264,-8.435232,0.6421959,Rural_Sokoto,10.299383
337,438.1173,-11.161177,-9.078762,Rural_Akatsi,18.767956
338,788.2631,-4.672978,-1.4254222,Rural_Kilimani,17.832682
339,727.2449,-7.8404803,-6.0201287,Rural_Hawassa,9.72669
340,749.45435,-3.7583222,-3.0921295,Rural_Kilimani,14.141575
341,553.1635,-6.0472145,-3.7813356,Rural_Hawassa,4.983069
342,619.5049,-1.5910839,-5.8534584,Rural_Kilimani,31.23385
343,566.6747,-7.0519843,-1.0515392,Rural_Sokoto,52.294212
344,930.9007,-3.762828,-4.709286,Rural_Kilimani,10.70136
345,312.38477,-10.507851,-4.8534336,Rural_Hawassa,29.290533
346,500.93268,-9.566161,-2.8804126,Rural_Hawassa,2.7942803
347,657.25055,-8.106317,-6.321938,Rural_Hawassa,7.563537
348,629.8013,-2.528268,-6.2904058,Rural_Kilimani,27.982483
349,709.7864,-4.8532057,-8.141803,Rural_Amanzi,5.1389003
350,760.8104,-8.079282,-1.0019884,Rural_Sokoto,23.404093
351,794.2878,-1.4378903,-1.3848807,Rural_Kilimani,4.30399
352,630.0595,-8.962398,-1.4209175,Rural_Sokoto,4.921943
353,731.2022,-3.177088,-1.0245115,Rural_Kilimani,6.7138042
354,586.2164,-7.1466036,-4.5606337,Rural_Hawassa,27.037706
355,644.5571,-7.4845304,-5.5831814,Rural_Hawassa,1.7718235
356,487.579,-0.9062185,-3.659711,Rural_Kilimani,8.992684
357,613.4883,-14.143946,-6.578701,Rural_Hawassa,2.2699213
358,596.3818,-6.4256926,-4.231797,Rural_Hawassa,3.185269
359,646.90765,-5.844458,-3.556105,Rural_Hawassa,5.370351
360,374.068,-12.571458,-8.479649,Rural_Akatsi,12.764778
361,835.2725,-8.173902,-0.15962549,Rural_Sokoto,19.937174
362,781.6971,-10.214981,0.6286821,Rural_Sokoto,11.571696
363,550.1417,-6.7095513,-1.7812867,Rural_Hawassa,24.174246
364,499.5771,-11.7379055,-9.371562,Rural_Akatsi,8.738559
365,636.0182,-8.268521,-3.7227755,Rural_Hawassa,43.18783
366,823.9815,-1.2351341,-2.2272434,Rural_Kilimani,4.1344714
367,637.44275,-1.6947148,-2.934468,Rural_Kilimani,10.262956
368,756.2582,-4.3305454,-1.2182099,Rural_Kilimani,9.429156
369,620.5011,-1.7127376,-5.8399444,Rural_Kilimani,6.8932214
370,542.2366,-1.1089747,-5.790394,Rural_Kilimani,27.112522
371,340.20398,-10.922375,-6.299415,Rural_Hawassa,3.1080432
372,616.44867,-9.597701,-2.1641788,Rural_Hawassa,17.850363
373,767.6587,-8.4127035,0.2683129,Rural_Sokoto,21.48965
374,917.4269,-6.8221936,-7.75891,Rural_Amanzi,13.585075
375,484.85846,-9.160648,-6.4255443,Rural_Akatsi,8.368153
376,697.77783,-8.606448,-7.7544055,Rural_Akatsi,7.898602
377,744.17975,-8.182913,-5.704806,Rural_Hawassa,2.7225988
378,401.71338,-9.5436325,-7.051686,Rural_Akatsi,4.1941633
379,436.89142,-10.719619,-8.709384,Rural_Akatsi,2.8742785
380,584.36053,-1.7307603,-5.443538,Rural_Kilimani,9.767535
381,485.28384,-1.8749425,-5.3804736,Rural_Kilimani,20.713959
382,666.58093,-7.885537,-3.1777172,Rural_Hawassa,34.58374
383,262.93582,-10.980948,-6.930061,Rural_Hawassa,16.195156
384,636.1476,-9.656275,-2.420942,Rural_Hawassa,6.1642613
385,692.823,-8.692057,-1.1911823,Rural_Sokoto,6.992597
386,778.4595,-3.0914798,-3.4975448,Rural_Kilimani,10.19737
387,677.6055,-8.430726,-7.749901,Rural_Akatsi,4.576794
388,841.5203,-4.614404,-4.993077,Rural_Kilimani,4.2847652
389,695.40125,-7.4439793,-0.0019639782,Rural_Sokoto,3.6315172
390,682.77985,-4.862217,-7.3940363,Rural_Kilimani,38.54068
391,553.7662,-11.233268,-9.695894,Rural_Akatsi,8.048938
392,695.49835,-5.830941,-7.308449,Rural_Amanzi,7.074652
393,510.7397,-6.849228,-4.204769,Rural_Hawassa,25.245363
394,734.0224,-6.2950277,-0.6281054,Rural_Sokoto,40.311893
