distance,consume,speed,temp_inside,temp_outside,gas_type,ac,rain,sun
11.800000190734863,4.3,44,21.5,-3,SP98,0,0,0
15.899999618530273,5.7,46,21.5,5,SP98,0,0,0
5.099999904632568,6.4,39,21.5,4,SP98,0,0,0
16.100000381469727,4.5,33,21.5,6,SP98,0,0,0
11.800000190734863,4.5,43,21.5,3,SP98,0,0,0
4.199999809265137,6.0,26,21.5,5,SP98,0,0,0
17.399999618530273,5.1,30,21.5,5,SP98,0,0,0
23.5,6.0,25,21.5,5,SP98,0,1,0
11.800000190734863,4.5,38,21.5,5,SP98,0,1,0
12.300000190734863,6.1,61,21.5,10,SP98,0,1,0
16.100000381469727,5.4,24,21.5,7,E10,0,1,0
11.800000190734863,4.3,40,21.5,10,E10,0,1,0
12.300000190734863,5.4,58,21.5,13,E10,0,0,0
12.399999618530273,4.3,49,21.5,17,E10,0,0,0
7.0,5.2,25,21.5,17,E10,0,0,0
11.800000190734863,4.1,37,21.5,10,E10,0,0,0
20.100000381469727,4.4,41,21.5,18,E10,0,0,0
20.799999237060547,4.5,45,21.5,10,E10,0,0,0
1.7000000476837158,8.3,14,21.5,10,E10,0,1,0
35.900001525878906,4.7,45,21.5,12,E10,0,0,0
36.900001525878906,4.8,52,21.5,5,E10,0,0,0
16.799999237060547,4.0,46,21.5,8,E10,0,0,0
9.899999618530273,5.0,28,21.5,9,E10,0,0,0
22.899999618530273,4.6,61,21.5,7,E10,0,1,0
17.299999237060547,5.0,61,21.5,6,E10,1,1,0
11.800000190734863,4.3,37,21.5,7,E10,0,0,0
36.599998474121094,5.2,80,21.5,7,E10,0,1,0
40.59999942779541,4.7,62,21.5,8,E10,0,0,0
11.800000190734863,4.2,34,21.5,9,E10,0,1,0
21.600000381469727,5.3,44,21.5,9,E10,0,1,0
39.400001525878906,5.3,60,21.5,9,E10,0,1,0
5.099999904632568,8.1,39,21.5,4,E10,0,0,0
26.600000381469727,4.8,38,21.5,7,E10,0,0,0
40.59999942779541,5.1,71,21.5,2,E10,0,0,0
18.899999618530273,4.4,53,21.5,2,E10,0,0,0
40.59999942779541,5.0,80,21.5,3,E10,0,0,0
6.099999904632568,6.3,26,21.5,5,E10,0,0,0
16.399999618530273,4.8,49,21.5,5,E10,0,0,0
12.300000190734863,6.1,40,21.5,6,E10,0,0,0
21.100000381469727,4.6,36,21.5,8,E10,0,0,0
21.100000381469727,4.8,43,21.5,7,E10,0,0,0
22.700000762939453,4.7,55,21.5,6,E10,0,0,0
40.59999942779541,4.8,38,21.5,8,E10,0,0,0
35.79999923706055,4.4,51,21.5,6,E10,0,0,0
11.800000190734863,4.9,44,21.5,0,E10,0,0,0
26.200000762939453,4.9,42,21.5,6,E10,0,0,0
40.599998474121094,4.4,44,21.0,3,E10,0,0,0
12.399999618530273,5.3,38,21.0,-5,E10,0,0,0
14.100000381469727,5.3,47,21.0,-3,E10,0,0,0
40.59999942779541,4.8,75,21.0,0,E10,0,0,0
16.200000762939453,5.2,29,21.0,0,E10,0,0,0
12.300000190734863,4.9,50,22.5,0,E10,0,0,0
12.300000190734863,7.1,52,22.5,0,E10,1,1,0
12.399999618530273,5.2,51,22.5,1,E10,0,0,0
31.799999237060547,4.7,59,22.5,3,E10,0,0,0
12.300000190734863,5.1,55,22.5,8,E10,0,0,0
40.59999942779541,5.0,73,22.5,12,E10,0,0,0
38.599998474121094,4.6,44,22.5,10,E10,0,0,0
12.300000190734863,4.8,41,22.5,7,E10,0,0,0
40.59999942779541,4.4,69,22.0,13,E10,0,0,0
40.59999942779541,4.6,85,22.0,12,E10,0,0,0
40.59999942779541,4.3,67,22.0,18,E10,0,0,0
40.59999942779541,4.7,44,22.0,9,SP98,0,1,0
12.100000381469727,4.2,43,22.0,4,SP98,0,0,0
40.59999942779541,4.8,82,22.0,13,SP98,0,0,0
39.0,4.1,61,22.0,16,SP98,0,0,0
11.800000190734863,4.5,41,21.5,13,SP98,0,0,0
38.5,4.8,63,21.5,14,SP98,0,0,0
28.200000762939453,4.6,54,21.5,14,SP98,0,0,0
2.9000000953674316,7.4,24,21.5,14,SP98,0,0,0
6.099999904632568,5.6,24,21.5,13,SP98,0,0,0
19.600000381469727,4.9,43,21.5,13,SP98,0,0,0
22.200000762939453,3.8,42,22.0,15,SP98,0,0,0
13.600000381469727,4.5,44,19.0,18,SP98,0,0,0
12.600000381469727,4.1,33,22.0,17,SP98,0,0,0
8.699999809265137,5.3,28,22.5,12,SP98,1,1,0
7.900000095367432,4.7,31,22.5,12,SP98,1,0,0
2.4000000953674316,8.3,26,20.0,10,SP98,0,0,0
4.900000095367432,6.3,26,20.0,10,SP98,0,0,0
18.100000381469727,3.6,36,20.0,19,SP98,0,0,0
25.899999618530273,3.7,39,20.0,21,SP98,0,0,0
1.2999999523162842,8.3,21,20.0,10,SP98,0,0,0
14.100000381469727,5.0,22,20.0,12,SP98,0,0,0
13.399999618530273,5.5,31,20.0,9,SP98,0,0,0
6.400000095367432,4.7,33,20.0,8,SP98,0,0,0
12.899999618530273,4.5,42,20.0,13,SP98,0,0,0
12.100000381469727,4.4,33,22.5,5,SP98,0,0,0
15.699999809265137,4.1,32,22.5,13,SP98,0,0,0
16.200000762939453,4.4,26,22.5,11,SP98,0,0,0
12.800000190734863,4.6,22,22.5,12,SP98,0,0,0
19.0,4.4,58,22.5,17,SP98,0,0,1
29.0,4.0,27,22.5,12,SP98,0,0,0
12.100000381469727,5.0,32,22.5,9,SP98,0,0,0
12.300000190734863,5.2,55,22.5,10,SP98,0,0,0
24.799999237060547,4.0,56,22.5,11,SP98,0,0,0
12.899999618530273,5.1,34,22.5,8,SP98,0,1,0
11.800000190734863,4.5,39,22.5,3,SP98,0,0,0
31.399999618530273,4.6,62,22.5,11,SP98,0,0,0
19.0,5.1,53,22.5,4,SP98,0,1,0
13.0,5.7,38,22.5,3,SP98,1,1,0
11.800000190734863,4.8,42,22.5,2,SP98,0,0,0
13.0,6.2,32,22.5,4,SP98,0,0,0
11.800000190734863,5.0,43,22.5,1,SP98,0,0,0
27.100000381469727,5.0,69,22.5,8,SP98,0,0,0
5.199999809265137,4.6,38,22.5,8,SP98,0,0,0
19.0,4.5,29,22.5,10,E10,0,0,0
12.399999618530273,4.8,38,22.5,1,E10,0,0,0
25.200000762939453,5.0,55,22.5,9,E10,0,0,0
14.300000190734863,4.8,36,22.5,10,E10,0,0,0
11.800000190734863,4.6,40,22.5,2,E10,0,0,0
16.899999618530273,4.5,48,22.5,9,E10,0,0,1
12.399999618530273,4.6,55,22.5,11,E10,0,0,1
17.399999618530273,4.4,36,22.5,12,E10,0,0,1
9.199999809265137,5.7,33,22.5,8,E10,0,1,0
12.300000190734863,5.8,54,22.5,10,E10,0,1,0
13.0,5.9,32,22.5,10,E10,0,0,0
11.800000190734863,6.1,16,22.5,6,E10,0,1,0
13.0,5.7,37,22.5,11,E10,0,1,0
12.300000190734863,5.0,42,22.5,10,E10,0,0,0
12.300000190734863,5.2,57,22.5,15,E10,0,0,1
12.5,4.3,57,22.5,16,E10,0,0,1
31.5,4.1,30,22.5,16,E10,0,0,1
11.800000190734863,4.4,42,22.5,8,E10,0,0,0
24.899999618530273,4.5,53,22.5,14,E10,0,0,0
17.0,3.9,46,22.5,14,E10,0,0,1
2.0,8.1,20,22.5,14,E10,0,0,0
11.800000190734863,4.4,33,22.5,8,E10,0,0,0
7.400000095367432,5.0,31,22.5,12,E10,0,0,0
12.399999618530273,4.7,55,22.5,14,E10,0,0,1
2.0,6.0,22,22.5,14,E10,0,0,0
14.0,5.0,41,22.5,8,E10,0,0,0
25.700000762939453,5.0,45,22.5,7,E10,0,0,0
24.5,3.9,50,22.0,15,E10,0,0,1
11.800000190734863,4.5,28,22.5,12,E10,0,0,0
4.099999904632568,5.4,24,22.5,13,E10,0,0,0
4.199999809265137,5.6,29,22.0,17,E10,0,0,0
4.199999809265137,3.9,29,22.0,18,E10,0,0,1
16.0,4.0,40,22.0,10,E10,0,0,0
22.899999618530273,4.0,29,22.0,21,E10,0,0,0
16.0,3.8,42,22.0,8,E10,0,0,0
15.399999618530273,4.5,50,22.0,14,E10,0,0,0
16.0,3.8,41,22.0,12,E10,0,0,0
4.199999809265137,5.6,32,22.0,18,E10,0,0,0
40.59999942779541,5.2,75,22.0,18,E10,0,0,0
40.59999942779541,4.8,88,23.0,18,E10,1,0,1
25.700000762939453,4.9,50,22.0,10,SP98,0,1,0
16.0,4.1,40,22.0,10,SP98,0,0,0
16.100000381469727,4.5,32,22.0,19,SP98,0,0,0
16.0,4.4,40,22.0,7,SP98,1,1,0
16.0,4.5,41,22.0,11,SP98,0,0,0
24.700000762939453,4.5,26,22.0,10,SP98,0,0,0
16.0,3.9,42,22.0,8,SP98,0,0,0
15.399999618530273,4.6,43,22.0,16,SP98,0,0,0
16.0,3.8,40,22.0,8,SP98,0,0,0
32.099998474121094,4.5,50,22.0,16,SP98,0,0,0
25.899999618530273,4.4,40,22.0,14,SP98,0,0,0
40.59999942779541,4.3,44,22.0,12,SP98,0,0,0
37.20000076293945,4.0,45,22.0,20,SP98,0,0,1
28.799999237060547,3.9,35,22.0,15,SP98,0,0,1
6.699999809265137,5.0,30,22.0,17,SP98,0,0,0
7.400000095367432,4.1,25,22.0,18,SP98,0,0,1
17.299999237060547,4.1,22,22.0,25,SP98,0,0,1
6.599999904632568,5.6,43,22.0,16,SP98,0,0,0
14.300000190734863,4.1,26,22.0,20,SP98,0,0,0
13.300000190734863,4.6,33,22.0,18,SP98,0,0,0
8.300000190734863,4.9,26,22.0,23,SP98,0,0,0
12.699999809265137,4.5,39,22.0,27,SP98,0,0,1
16.5,4.1,47,22.0,14,SP98,0,0,0
20.600000381469727,4.1,38,22.0,21,SP98,0,0,0
16.299999237060547,4.5,58,22.0,16,SP98,0,0,0
18.700000762939453,4.2,65,25.0,18,SP98,1,0,1
36.5,3.9,54,23.0,18,SP98,0,0,1
19.0,5.0,35,22.0,15,SP98,1,0,1
16.600000381469727,4.4,46,22.0,5,SP98,1,0,0
29.899999618530273,4.5,32,22.0,18,SP98,1,0,0
16.0,3.8,42,22.0,11,SP98,0,0,0
21.100000381469727,5.1,33,22.0,10,SP98,0,1,0
16.0,3.9,40,22.0,10,SP98,0,0,0
11.899999618530273,5.3,34,22.0,13,SP98,0,0,0
10.100000381469727,4.2,35,22.0,16,SP98,0,0,0
31.899999618530273,4.3,33,22.0,16,SP98,0,0,0
18.700000762939453,4.0,60,22.0,13,SP98,0,0,0
10.800000190734863,4.7,48,22.0,17,SP98,0,0,1
19.799999237060547,4.0,56,22.0,17,SP98,0,0,1
11.300000190734863,4.3,38,22.0,17,SP98,0,0,0
11.5,5.3,53,22.0,15,SP98,0,0,0
21.399999618530273,5.2,51,22.0,13,SP98,0,0,0
32.0,4.9,53,22.0,15,SP98,0,0,0
40.59999942779541,4.7,53,22.0,14,SP98,0,0,0
40.59999942779541,4.6,80,22.0,20,SP98,0,0,0
40.59999942779541,5.3,90,22.0,21,SP98,0,0,1
25.5,3.6,27,22.0,27,SP98,0,0,1
16.600000381469727,4.2,52,22.0,15,SP98,0,1,0
25.899999618530273,4.1,43,22.0,24,SP98,0,0,0
16.5,4.0,48,22.0,15,SP98,0,0,0
22.100000381469727,3.9,29,22.0,26,SP98,0,0,0
16.600000381469727,3.7,49,22.0,17,E10,0,0,0
15.399999618530273,4.5,43,22.0,24,E10,0,0,0
16.5,3.9,43,22.0,17,E10,0,0,0
15.399999618530273,5.1,21,22.0,24,E10,0,0,0
18.399999618530273,4.2,59,22.0,24,E10,0,0,0
39.5,4.2,58,22.0,25,E10,0,0,0
21.5,4.8,47,25.0,27,E10,1,0,1
4.800000190734863,4.7,26,25.0,18,E10,0,0,0
40.59999942779541,4.7,87,23.5,22,E10,0,0,0
40.59999942779541,4.6,58,24.0,21,E10,0,0,0
16.600000381469727,3.8,43,21.5,16,E10,0,0,0
15.399999618530273,4.2,50,21.5,21,E10,0,0,0
16.0,3.7,45,22.0,17,E10,0,0,0
16.0,4.2,41,22.0,15,E10,0,0,0
15.399999618530273,4.1,45,22.0,24,E10,0,0,0
16.0,4.0,43,22.0,16,E10,0,0,0
21.0,3.8,37,22.0,21,E10,0,0,0
15.399999618530273,3.8,47,22.0,24,E10,0,0,0
16.0,3.8,42,22.0,17,E10,0,0,0
16.100000381469727,5.1,30,25.0,16,E10,1,1,0
16.0,4.0,42,22.0,15,E10,0,0,0
15.399999618530273,4.8,40,22.0,18,E10,0,0,0
17.200000762939453,3.9,35,22.0,16,E10,0,0,0
16.600000381469727,4.6,50,22.0,25,E10,0,0,0
18.299999237060547,4.3,46,22.0,16,SP98,0,0,0
16.100000381469727,4.8,36,22.0,18,SP98,0,1,0
16.0,4.1,46,22.0,17,SP98,0,0,0
16.299999237060547,4.0,35,22.0,23,SP98,0,0,0
16.0,3.7,44,22.0,16,SP98,0,0,0
18.299999237060547,4.3,46,22.0,23,SP98,0,0,0
4.5,5.2,23,22.0,23,SP98,0,0,1
17.0,4.2,48,22.0,16,SP98,0,0,0
6.099999904632568,5.0,35,24.5,18,SP98,0,0,0
6.099999904632568,5.0,33,22.0,24,SP98,0,0,1
17.299999237060547,4.2,36,22.0,22,SP98,0,0,0
6.0,4.8,27,22.0,17,SP98,0,0,0
16.0,4.1,45,22.0,15,SP98,0,0,0
15.399999618530273,4.9,55,22.0,18,SP98,0,0,0
15.399999618530273,4.3,39,22.0,23,SP98,0,0,0
16.0,3.9,35,22.0,18,SP98,0,0,0
15.399999618530273,4.5,52,22.0,26,SP98,0,0,0
16.600000381469727,4.1,48,25.5,30,SP98,1,0,1
15.399999618530273,5.0,48,25.5,31,SP98,1,0,0
16.0,4.0,43,22.0,21,SP98,1,0,0
15.399999618530273,4.5,42,22.0,30,SP98,0,0,0
16.0,3.6,43,22.0,19,SP98,0,0,0
20.899999618530273,4.1,33,22.0,21,SP98,0,0,0
32.099998474121094,3.9,47,22.0,26,SP98,0,0,0
15.300000190734863,6.6,16,24.0,27,SP98,1,0,0
28.5,4.0,44,25.0,23,SP98,1,0,0
11.899999618530273,3.7,33,25.0,19,SP98,0,0,0
14.5,4.3,36,25.0,22,SP98,0,0,0
16.600000381469727,4.1,49,22.0,26,SP98,0,0,1
16.200000762939453,4.4,39,24.5,17,SP98,1,0,0
16.700000762939453,3.8,44,24.5,23,SP98,0,0,1
8.300000190734863,5.0,52,24.5,27,SP98,0,0,0
5.5,3.7,33,24.5,28,SP98,0,0,1
13.600000381469727,3.7,33,24.5,28,SP98,0,0,1
16.0,3.7,39,24.5,18,SP98,0,0,0
16.100000381469727,4.3,38,25.0,31,SP98,1,0,0
16.0,3.8,45,25.0,19,SP98,0,0,0
15.399999618530273,4.6,42,25.0,31,SP98,1,0,0
14.699999809265137,5.0,25,25.0,30,SP98,1,0,0
