ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion
734666,936,108730,45-49,M,19,371.0,0,0.0,1,0
734726,936,108740,45-49,M,29,10466.0,3,4.090000152587891,1,0
734737,936,108742,45-49,M,31,839.0,0,0.0,1,0
734785,936,108750,30-34,F,10,5576.0,1,1.5299999713897705,1,1
734794,936,108752,30-34,F,16,4010.0,0,0.0,1,0
734796,936,108752,30-34,F,16,39337.0,7,10.029999732971191,1,1
734800,936,108753,30-34,F,18,1635.0,0,0.0,1,0
734803,936,108753,30-34,F,18,1631.0,0,0.0,1,0
734852,936,108761,30-34,F,26,13479.0,3,4.25,1,0
734854,936,108762,30-34,F,27,57022.0,13,20.290000915527344,3,3
734856,936,108762,30-34,F,27,5453.0,1,1.3899999856948853,1,1
734866,936,108764,30-34,F,29,11803.0,3,4.440000057220459,1,0
734881,936,108766,30-34,F,31,4259.0,1,1.5700000524520874,1,1
734901,936,108770,30-34,F,64,1554.0,0,0.0,1,0
734903,936,108770,30-34,F,64,5323.0,1,1.2899999618530273,1,1
734925,936,108774,35-39,F,10,5024.0,1,1.409999966621399,1,1
734939,936,108776,35-39,F,16,104648.0,24,33.33000183105469,4,2
734968,936,108781,35-39,F,22,8504.0,3,3.3400001525878906,1,1
734999,936,108786,35-39,F,27,20277.0,6,8.050000190734863,1,0
735014,936,108788,35-39,F,29,12403.0,4,5.210000038146973,1,1
735032,936,108791,35-39,F,32,498.0,0,0.0,1,1
735033,936,108792,35-39,F,36,652.0,0,0.0,0,0
735043,936,108793,35-39,F,63,1357.0,0,0.0,1,1
735048,936,108794,35-39,F,64,1393.0,0,0.0,1,0
735065,936,108797,40-44,F,7,648.0,0,0.0,1,0
735109,936,108804,40-44,F,21,708.0,0,0.0,1,1
735140,936,108809,40-44,F,26,6907.0,2,2.3499999046325684,1,0
735143,936,108810,40-44,F,27,39035.0,13,19.329999923706055,1,0
735151,936,108811,40-44,F,28,926.0,0,0.0,1,0
735184,936,108817,40-44,F,63,4412.0,1,1.4500000476837158,1,0
735189,936,108818,40-44,F,64,9965.0,3,4.050000190734863,1,0
735213,936,108822,45-49,F,10,73634.0,23,32.97999954223633,1,0
735220,936,108823,45-49,F,15,69708.0,20,31.28999900817871,1,0
735242,936,108826,45-49,F,19,530.0,0,0.0,1,0
735247,936,108827,45-49,F,20,14257.0,6,8.789999961853027,1,0
735289,936,108834,45-49,F,27,20362.0,5,9.119999885559082,1,1
735290,936,108834,45-49,F,27,12215.0,4,6.260000228881836,1,0
735298,936,108836,45-49,F,29,85412.0,28,38.63999938964844,2,1
736869,936,109448,30-34,M,2,2338.0,1,0.23999999463558197,1,0
736890,936,109451,30-34,M,15,2522.0,0,0.0,1,0
736893,936,109452,30-34,M,16,3587.0,0,0.0,1,0
736977,936,109470,30-34,M,27,1273.0,0,0.0,1,0
736988,936,109472,30-34,M,28,3891.0,1,1.090000033378601,1,0
736995,936,109473,30-34,M,29,1888.0,0,0.0,1,0
736997,936,109473,30-34,M,29,1895.0,0,0.0,1,0
737097,936,109498,35-39,M,7,715.0,0,0.0,1,0
737130,936,109507,35-39,M,16,11199.0,2,2.680000066757202,1,0
737320,936,109553,35-39,M,63,5676.0,2,3.009999990463257,1,0
737375,936,109565,40-44,M,10,1415.0,0,0.0,1,0
737524,936,109601,40-44,M,30,2148.0,1,1.5800000429153442,1,1
737644,936,109629,45-49,M,16,45401.0,10,14.0600004196167,1,0
737657,936,109633,45-49,M,18,7478.0,2,2.9000000953674316,1,1
737658,936,109633,45-49,M,18,4919.0,1,1.590000033378601,1,0
737674,936,109637,45-49,M,20,533.0,0,0.0,1,1
737766,936,109659,45-49,M,29,1447.0,0,0.0,1,1
737896,936,109689,30-34,F,16,17553.0,3,4.590000152587891,1,0
737931,936,109698,30-34,F,20,3343.0,1,0.5400000214576721,1,0
737961,936,109706,30-34,F,23,523.0,0,0.0,1,0
737995,936,109714,30-34,F,26,1873.0,0,0.0,1,0
738006,936,109717,30-34,F,27,34740.0,7,13.40999984741211,1,1
738067,936,109731,30-34,F,32,658.0,0,0.0,1,0
738098,936,109738,30-34,F,64,1539.0,0,0.0,1,0
738307,936,109788,35-39,F,31,3010.0,1,0.8600000143051147,1,1
738389,936,109808,40-44,F,10,27081.0,9,10.770000457763672,1,1
738408,936,109813,40-44,F,16,20233.0,4,5.590000152587891,3,0
738413,936,109813,40-44,F,16,147159.0,36,58.15999984741211,3,1
738423,936,109816,40-44,F,18,21664.0,7,10.619999885559082,1,1
738436,936,109820,40-44,F,19,9112.0,4,5.460000038146973,1,1
738463,936,109826,40-44,F,21,542.0,0,0.0,1,0
738528,936,109839,40-44,F,30,402.0,0,0.0,1,1
738560,936,109844,40-44,F,64,1338.0,0,0.0,1,0
738582,936,109848,45-49,F,10,46150.0,15,20.18000030517578,1,1
738592,936,109850,45-49,F,16,493821.0,116,176.3800048828125,4,1
738593,936,109850,45-49,F,16,92011.0,27,34.38999938964844,2,1
738598,936,109851,45-49,F,18,12956.0,4,5.490000247955322,1,1
738606,936,109852,45-49,F,19,529.0,0,0.0,1,0
738637,936,109857,45-49,F,24,944.0,1,1.4199999570846558,1,0
738648,936,109859,45-49,F,26,111090.0,38,51.970001220703125,5,1
747212,936,110836,30-34,M,10,7208.0,2,3.190000057220459,1,0
747213,936,110836,30-34,M,10,1746.0,0,0.0,1,0
747220,936,110837,30-34,M,15,2474.0,0,0.0,2,2
747222,936,110838,30-34,M,16,12489.0,2,1.9600000381469727,1,0
747223,936,110838,30-34,M,16,8032.0,1,0.6000000238418579,2,0
747248,936,110842,30-34,M,21,472.0,0,0.0,1,1
747332,936,110856,30-34,M,64,792.0,0,0.0,1,1
747362,936,110861,35-39,M,15,4607.0,1,1.149999976158142,1,1
747369,936,110862,35-39,M,16,13355.0,2,3.180000066757202,1,1
747370,936,110862,35-39,M,16,2936.0,0,0.0,1,0
747401,936,110867,35-39,M,22,2793.0,1,0.9800000190734863,1,1
747435,936,110873,35-39,M,28,1032.0,0,0.0,1,0
747439,936,110874,35-39,M,29,1662.0,0,0.0,1,1
747489,936,110882,40-44,M,2,4016.0,2,1.4800000190734863,1,1
747514,936,110886,40-44,M,16,14843.0,3,2.93999981880188,1,1
747645,936,110908,45-49,M,10,9674.0,3,4.599999904632568,1,1
747659,936,110910,45-49,M,16,12186.0,2,2.669999837875366,1,0
747675,936,110913,45-49,M,20,673.0,0,0.0,1,0
747678,936,110914,45-49,M,21,370.0,0,0.0,1,1
747712,936,110919,45-49,M,26,450.0,0,0.0,1,1
747790,936,110932,30-34,F,10,2077.0,0,0.0,1,1
747791,936,110932,30-34,F,10,31393.0,8,10.960000038146973,1,1
747795,936,110933,30-34,F,15,8410.0,2,2.359999895095825,1,1
747798,936,110934,30-34,F,16,25884.0,5,7.349999904632568,1,0
747824,936,110938,30-34,F,21,608.0,0,0.0,1,1
747828,936,110939,30-34,F,22,28488.0,10,9.34000015258789,1,0
747852,936,110943,30-34,F,26,10126.0,3,4.619999885559082,1,0
747859,936,110944,30-34,F,27,22572.0,5,8.5,1,0
747863,936,110944,30-34,F,27,1955.0,0,0.0,1,1
747879,936,110947,30-34,F,30,493.0,0,0.0,1,0
747903,936,110951,30-34,F,63,1491.0,0,0.0,1,1
747911,936,110952,30-34,F,64,1495.0,0,0.0,1,1
747968,936,110962,35-39,F,21,512.0,0,0.0,0,0
747991,936,110966,35-39,F,25,4868.0,2,2.4200000762939453,1,0
748000,936,110967,35-39,F,26,6585.0,2,2.950000047683716,1,0
748007,936,110968,35-39,F,27,10164.0,2,3.7200000286102295,1,1
748014,936,110970,35-39,F,29,11182.0,4,4.449999809265137,1,0
748045,936,110975,35-39,F,63,1238.0,0,0.0,1,0
748086,936,110982,40-44,F,16,34127.0,8,13.069999694824219,1,0
748087,936,110982,40-44,F,16,29466.0,7,10.84999942779541,2,0
748089,936,110982,40-44,F,16,38759.0,9,10.84999942779541,1,0
748091,936,110982,40-44,F,16,41720.0,10,12.0600004196167,1,1
748225,936,111005,45-49,F,15,18602.0,5,8.860000610351562,1,0
748230,936,111006,45-49,F,16,83929.0,21,27.729999542236328,4,1
748231,936,111006,45-49,F,16,25194.0,6,7.349999904632568,1,0
748233,936,111006,45-49,F,16,78627.0,19,26.530000686645508,1,0
748235,936,111006,45-49,F,16,102695.0,25,39.43000030517578,3,0
748294,936,111016,45-49,F,27,82827.0,24,47.93000030517578,3,0
748295,936,111016,45-49,F,27,9240.0,3,6.039999961853027,1,0
748303,936,111018,45-49,F,29,7706.0,2,2.369999885559082,1,0
748314,936,111020,45-49,F,31,7821.0,4,6.340000152587891,1,1
748341,936,111024,45-49,F,64,1363.0,0,0.0,1,1
776318,936,115484,45-49,F,15,3569.0,0,0.0,1,1
776322,936,115485,45-49,F,16,119063.0,34,53.220001220703125,1,0
776323,936,115485,45-49,F,16,99078.0,23,35.79999923706055,2,0
776325,936,115485,45-49,F,16,452398.0,114,180.22000122070312,1,0
776334,936,115487,45-49,F,10,191223.0,48,76.41000366210938,1,0
776336,936,115487,45-49,F,10,22216.0,6,9.550000190734863,1,0
776338,936,115487,45-49,F,10,48291.0,11,18.020000457763672,1,0
776353,936,115490,40-44,F,63,27559.0,8,13.369999885559082,1,0
776373,936,115493,45-49,F,25,10194.0,4,4.590000152587891,2,1
776383,936,115495,45-49,F,23,1168.0,0,0.0,1,1
776405,936,115498,45-49,F,21,40126.0,16,25.860000610351562,1,0
776416,936,115500,45-49,F,19,3659.0,1,0.49000000953674316,1,1
776430,936,115503,30-34,M,10,3200.0,0,0.0,1,0
776464,936,115508,45-49,F,29,7550.0,1,1.6799999475479126,1,1
776469,936,115509,45-49,F,28,45397.0,15,25.420000076293945,1,1
776473,936,115510,30-34,M,16,23086.0,2,3.31000018119812,1,1
776475,936,115510,30-34,M,16,16425.0,1,1.5499999523162842,1,0
776476,936,115510,30-34,M,16,43756.0,5,5.440000057220459,0,0
776477,936,115510,30-34,M,16,9982.0,0,0.0,1,0
776489,936,115512,45-49,F,26,175389.0,55,81.61000061035156,1,0
776494,936,115513,30-34,M,15,7015.0,0,0.0,1,0
776515,936,115517,45-49,F,65,12706.0,3,4.989999771118164,1,1
776519,936,115517,45-49,F,65,70702.0,20,31.709999084472656,1,0
776533,936,115520,45-49,F,63,63927.0,16,25.520000457763672,2,0
776534,936,115520,45-49,F,63,15105.0,3,4.259999752044678,1,0
776538,936,115521,30-34,F,15,8774.0,1,1.8300000429153442,1,0
776551,936,115523,30-34,F,16,14459.0,1,1.3899999856948853,1,0
776552,936,115523,30-34,F,16,21596.0,2,2.809999942779541,1,0
776553,936,115523,30-34,F,16,66765.0,8,11.049999237060547,1,0
776563,936,115525,30-34,F,7,1369.0,0,0.0,1,1
776579,936,115527,30-34,F,10,26910.0,5,7.230000019073486,1,0
776603,936,115531,30-34,F,2,506.0,0,0.0,1,0
776615,936,115533,45-49,M,63,11988.0,3,4.269999980926514,1,0
776623,936,115535,45-49,M,64,19353.0,6,9.479999542236328,1,1
776631,936,115536,40-44,M,29,10960.0,2,2.890000104904175,1,0
776643,936,115538,30-34,M,15,33491.0,6,10.569999694824219,2,1
776644,936,115538,30-34,M,15,20083.0,2,3.200000047683716,2,1
776659,936,115541,30-34,M,16,8817.0,0,0.0,1,1
776661,936,115541,30-34,M,16,15466.0,1,0.9700000286102295,1,0
776662,936,115541,30-34,M,16,27072.0,3,4.369999885559082,1,0
776663,936,115541,30-34,M,16,15753.0,1,0.5699999928474426,1,1
776668,936,115542,40-44,M,19,3523.0,1,1.809999942779541,1,1
776685,936,115545,40-44,M,16,7745.0,0,0.0,1,0
776686,936,115545,40-44,M,16,18709.0,2,3.319999933242798,1,0
776687,936,115545,40-44,M,16,8022.0,0,0.0,2,1
776696,936,115547,30-34,M,10,7966.0,1,1.1799999475479126,1,1
776697,936,115547,30-34,M,10,4132.0,0,0.0,1,1
776698,936,115547,30-34,M,10,12785.0,3,4.730000019073486,2,1
776699,936,115547,30-34,M,10,8213.0,1,1.3799999952316284,1,1
776722,936,115551,30-34,M,2,545.0,0,0.0,1,1
776725,936,115552,40-44,M,23,2479.0,1,1.2599999904632568,1,0
776780,936,115561,40-44,M,2,3812.0,2,3.049999952316284,1,0
776793,936,115563,45-49,M,21,1609.0,0,0.0,1,0
776799,936,115564,45-49,M,20,10257.0,3,3.5799999237060547,1,1
776817,936,115567,40-44,M,10,12356.0,4,6.279999732971191,1,0
776825,936,115568,45-49,M,18,7410.0,1,1.2100000381469727,1,0
776829,936,115569,45-49,M,16,140098.0,28,46.630001068115234,1,0
776831,936,115569,45-49,M,16,107021.0,20,34.439998626708984,1,0
776840,936,115571,35-39,M,36,2797.0,1,1.2899999618530273,1,0
776861,936,115574,45-49,M,7,16461.0,6,9.219999313354492,1,0
776892,936,115580,40-44,M,63,17488.0,5,7.71999979019165,1,0
776928,936,115586,35-39,M,10,9750.0,2,1.5,1,1
776935,936,115587,45-49,M,36,1136.0,0,0.0,1,1
777105,936,115615,45-49,M,63,4333.0,1,0.18000000715255737,1,1
777130,936,115619,35-39,M,16,6260.0,0,0.0,1,0
777131,936,115619,35-39,M,16,6359.0,0,0.0,1,0
777166,936,115625,30-34,M,63,2383.0,0,0.0,1,1
777187,936,115629,40-44,M,27,11292.0,3,5.389999866485596,1,1
777198,936,115631,30-34,M,64,12729.0,4,5.779999732971191,1,0
777200,936,115631,30-34,M,64,1898.0,0,0.0,1,1
777201,936,115631,30-34,M,64,1882.0,0,0.0,1,1
777235,936,115637,30-34,M,65,2883.0,1,0.9900000095367432,1,1
777248,936,115639,30-34,F,7,3989.0,1,1.2799999713897705,1,0
777261,936,115641,40-44,M,29,19603.0,4,5.279999732971191,1,1
777382,936,115675,40-44,M,24,3047.0,1,1.3799999952316284,1,0
777398,936,115677,35-39,M,24,3029.0,1,1.0499999523162842,1,1
777410,936,115679,45-49,M,26,3490.0,1,1.340000033378601,1,1
777482,936,115691,45-49,M,28,2479.0,0,0.0,1,0
777495,936,115693,40-44,M,19,19581.0,7,10.430000305175781,2,0
777519,936,115697,45-49,M,29,19537.0,5,6.099999904632568,1,0
777625,936,115715,45-49,M,16,59433.0,12,19.65999984741211,3,0
777627,936,115715,45-49,M,16,157534.0,33,56.19000244140625,2,0
777638,936,115717,40-44,M,7,1781.0,0,0.0,1,1
777670,936,115723,40-44,M,16,23769.0,4,6.029999732971191,1,0
777673,936,115723,40-44,M,16,7101.0,0,0.0,1,0
777742,936,115735,35-39,M,64,4726.0,1,1.8300000429153442,1,1
777758,936,115737,30-34,M,19,5209.0,1,0.9599999785423279,2,0
777794,936,115743,30-34,M,18,13473.0,3,2.619999885559082,3,0
777816,936,115747,40-44,M,2,500.0,0,0.0,1,1
777871,936,115756,30-34,M,20,4616.0,1,1.3600000143051147,1,0
777904,936,115762,30-34,M,31,3279.0,0,0.0,1,0
777905,936,115762,30-34,M,31,3288.0,0,0.0,1,0
778037,936,115784,35-39,M,27,14615.0,4,6.050000190734863,1,0
778048,936,115786,30-34,M,27,56615.0,12,19.880001068115234,2,0
778085,936,115792,30-34,M,26,11735.0,3,4.529999732971191,1,1
778087,936,115792,30-34,M,26,15910.0,5,6.779999732971191,1,0
778112,936,115796,35-39,M,29,11446.0,2,3.0899999141693115,1,1
778113,936,115796,35-39,M,29,4595.0,0,0.0,1,0
778124,936,115798,30-34,M,29,4871.0,0,0.0,1,0
778148,936,115802,35-39,M,28,3199.0,0,0.0,1,0
778156,936,115804,30-34,M,28,9388.0,2,3.140000104904175,1,0
778161,936,115804,30-34,M,28,17954.0,6,7.539999961853027,2,1
778208,936,115812,40-44,F,29,2755.0,0,0.0,1,0
778264,936,115822,40-44,F,27,8152.0,1,0.9900000095367432,1,0
778266,936,115822,40-44,F,27,74542.0,19,34.150001525878906,1,0
778421,936,115848,40-44,F,20,6699.0,2,3.0899999141693115,1,0
778422,936,115848,40-44,F,20,11911.0,4,3.9600000381469727,1,0
778461,936,115854,40-44,M,29,10090.0,2,2.6500000953674316,1,1
778471,936,115856,30-34,M,32,1273.0,0,0.0,1,1
778483,936,115858,40-44,F,18,24188.0,5,8.179999351501465,1,0
778529,936,115866,30-34,M,31,2214.0,0,0.0,1,0
778556,936,115870,40-44,M,32,9735.0,4,4.130000114440918,1,1
778590,936,115876,30-34,M,30,1371.0,0,0.0,1,1
778600,936,115878,40-44,F,22,10750.0,4,5.389999866485596,1,0
778626,936,115882,30-34,M,29,7629.0,1,0.7200000286102295,1,1
778628,936,115882,30-34,M,29,4608.0,0,0.0,1,0
778674,936,115890,35-39,M,29,3732.0,0,0.0,1,0
778689,936,115892,30-34,M,28,7453.0,1,1.6799999475479126,1,1
778722,936,115898,35-39,F,64,41785.0,14,19.100000381469727,1,0
778737,936,115900,35-39,M,27,8077.0,2,3.5799999237060547,1,1
778756,936,115904,35-39,F,63,5602.0,1,1.5800000429153442,1,0
778804,936,115912,30-34,M,26,6184.0,2,2.75,1,1
778808,936,115912,30-34,M,26,1738.0,0,0.0,1,0
778964,936,115938,35-39,F,27,112460.0,25,41.290000915527344,1,0
779057,936,115954,40-44,M,15,4414.0,0,0.0,1,0
779106,936,115962,35-39,F,30,14670.0,7,9.40999984741211,1,0
779438,936,116031,30-34,F,64,33144.0,9,13.40999984741211,1,0
779453,936,116033,45-49,M,64,4397.0,1,0.949999988079071,1,0
779488,936,116039,45-49,M,65,1006.0,0,0.0,1,0
779573,936,116053,35-39,F,10,89527.0,24,32.290000915527344,1,0
779608,936,116059,35-39,F,15,2459.0,0,0.0,1,0
779609,936,116059,35-39,F,15,7116.0,2,1.7300000190734863,1,1
779622,936,116061,30-34,F,15,8613.0,1,0.8899999856948853,2,0
779631,936,116063,35-39,F,16,9730.0,1,1.3799999952316284,1,0
779644,936,116065,30-34,F,16,51816.0,8,10.229999542236328,2,1
779645,936,116065,30-34,F,16,27289.0,3,4.429999828338623,1,0
779715,936,116077,30-34,F,29,20409.0,4,3.8299999237060547,1,0
779716,936,116077,30-34,F,29,8044.0,1,1.1100000143051147,1,0
779738,936,116081,30-34,F,28,15645.0,4,5.349999904632568,1,0
779778,936,116087,30-34,F,31,2466.0,0,0.0,2,2
779789,936,116089,45-49,M,10,11611.0,3,3.950000047683716,1,1
779824,936,116095,45-49,M,7,9375.0,3,4.019999980926514,1,0
779871,936,116103,30-34,F,32,4402.0,1,1.3300000429153442,1,1
779918,936,116111,30-34,F,18,8469.0,2,3.0899999141693115,1,0
779922,936,116111,30-34,F,18,5823.0,1,1.4199999570846558,1,1
779944,936,116115,35-39,M,10,2549.0,0,0.0,1,0
779979,936,116121,35-39,M,16,25817.0,4,6.019999980926514,1,0
779995,936,116123,30-34,F,20,1961.0,0,0.0,1,0
780064,936,116135,30-34,F,22,2554.0,0,0.0,1,0
780104,936,116147,30-34,F,25,4971.0,1,1.2300000190734863,1,1
780199,936,116163,35-39,F,23,1030.0,0,0.0,1,1
780318,936,116183,45-49,F,29,162341.0,56,77.08000183105469,3,0
780323,936,116183,45-49,F,29,24542.0,7,9.329999923706055,1,0
780486,936,116216,30-34,F,65,2879.0,0,0.0,1,1
780498,936,116218,30-34,F,64,13621.0,3,4.090000152587891,1,0
780511,936,116220,30-34,F,63,6175.0,1,1.3700000047683716,2,1
780629,936,116240,30-34,F,28,2963.0,0,0.0,1,0
780653,936,116244,30-34,F,29,9076.0,1,1.3799999952316284,1,1
780655,936,116244,30-34,F,29,20941.0,4,5.909999847412109,1,1
780666,936,116246,45-49,F,10,3462.0,0,0.0,1,0
780681,936,116248,30-34,F,26,4073.0,0,0.0,1,1
780700,936,116252,30-34,F,27,3745.0,0,0.0,1,0
780748,936,116265,30-34,F,24,830.0,0,0.0,1,0
780759,936,116267,45-49,F,18,2912.0,0,0.0,1,0
780760,936,116267,45-49,F,18,17167.0,5,6.910000324249268,1,0
780797,936,116273,30-34,F,22,24491.0,7,9.539999961853027,1,0
780799,936,116273,30-34,F,22,44699.0,13,17.30000114440918,2,0
780821,936,116277,30-34,F,23,6469.0,2,1.309999942779541,1,0
780830,936,116279,45-49,F,16,16053.0,3,4.079999923706055,1,1
780835,936,116279,45-49,F,16,54724.0,12,17.93000030517578,1,1
780867,936,116285,30-34,F,21,4706.0,1,1.2200000286102295,1,0
780974,936,116303,40-44,F,32,8316.0,3,4.569999694824219,1,1
781066,936,116323,40-44,F,22,5794.0,2,2.2699999809265137,1,0
781114,936,116331,40-44,F,18,4813.0,1,1.0299999713897705,1,0
781159,936,116339,40-44,F,10,85285.0,26,36.130001068115234,1,0
781162,936,116339,40-44,F,10,5839.0,1,1.3700000047683716,1,0
781175,936,116341,40-44,F,15,5859.0,1,1.5399999618530273,1,0
781187,936,116343,40-44,F,16,164118.0,41,59.06999969482422,1,0
781195,936,116345,35-39,F,63,18234.0,6,7.809999942779541,1,0
781207,936,116347,35-39,F,64,2755.0,0,0.0,1,0
781303,936,116363,35-39,F,27,73676.0,20,28.5,1,0
781305,936,116363,35-39,F,27,18421.0,7,10.079999923706055,1,0
781327,936,116367,35-39,F,29,164754.0,49,67.9800033569336,2,1
781353,936,116371,35-39,F,10,7449.0,1,1.6399999856948853,1,1
781354,936,116371,35-39,F,10,6424.0,1,0.5299999713897705,1,0
781438,936,116385,30-34,M,63,2086.0,0,0.0,1,0
781470,936,116391,35-39,M,16,6016.0,0,0.0,1,0
781499,936,116395,35-39,M,15,6412.0,1,1.3700000047683716,1,0
781508,936,116397,30-34,F,63,5040.0,1,1.440000057220459,1,0
781556,936,116405,30-34,F,32,1772.0,0,0.0,1,0
781559,936,116405,30-34,F,32,1783.0,0,0.0,1,0
781606,936,116413,35-39,M,20,8200.0,3,3.919999837875366,1,0
781690,936,116427,45-49,F,26,115896.0,38,49.439998626708984,1,0
781811,936,116447,35-39,F,16,10186.0,1,1.2300000190734863,1,1
781857,936,116455,30-34,M,20,9134.0,3,4.180000305175781,2,0
781858,936,116455,30-34,M,20,3385.0,1,1.440000057220459,1,1
781907,936,116463,45-49,F,21,1314.0,0,0.0,1,0
781928,936,116467,30-34,M,18,2916.0,0,0.0,1,1
781929,936,116467,30-34,M,18,6142.0,1,1.3300000429153442,1,0
781950,936,116471,30-34,F,20,1984.0,0,0.0,1,0
781999,936,116479,30-34,M,24,9142.0,3,3.75,1,0
782001,936,116479,30-34,M,24,5475.0,2,2.7300000190734863,1,1
782022,936,116483,30-34,F,18,8254.0,2,2.319999933242798,1,1
782026,936,116483,30-34,F,18,5704.0,1,1.3200000524520874,1,0
782130,936,116501,30-34,F,16,7301.0,0,0.0,1,0
782134,936,116501,30-34,F,16,37873.0,5,6.170000076293945,1,1
782135,936,116501,30-34,F,16,25267.0,4,4.940000057220459,2,1
782171,936,116507,30-34,F,30,535.0,0,0.0,1,0
